Match ID, Average MMR, Player 1 ID, Player 2 ID, Player 3 ID, Player 4 ID, Player 5 ID, Player 6 ID, Player 7 ID, Player 8 ID, Player 9 ID, Player 10 ID, Radiant Win, First Blood Time, Duration
6268324917,3058,193417084,238298657,126589319,114711143,1241798174,,31118945,,78947402,954820454,False,112,1911

6268324711,4806,,67326949,189798379,137570695,1119026168,,,,84143648,73162310,True,279,1651

6268324606,2535,304483283,,,,,1100382072,,911634188,99288407,1192412867,False,4,1906

6268324514,4751,,332820845,162649992,,,106018770,363890170,25103803,,,True,92,1926

6268324513,4350,,1125969485,,,,874567654,,909870796,,130343977,True,0,1232

6268350016,4695,114199815,,112475057,,134975624,45417812,260489784,70833022,181497223,,False,156,851

6268336914,4735,,,,86817571,,,,361638146,444257033,1117665862,True,0,1498

6268333918,3634,,,,,1178570288,1124788794,394023303,,99979679,467232903,True,49,1599

6268333902,1656,,,455745684,,1081882348,,,21115861,171010843,,True,9,1634

6268333313,2578,,,841314114,290850612,,,61428789,150717524,,184450342,True,70,1658

6268333118,4023,72980267,,12241655,,1023474705,383388469,,409722793,219257453,313453157,False,0,1567

6268332700,4086,,37793740,,133517350,,89333947,108093790,436177256,464703109,850773096,True,0,1648

6268332103,2663,,219875463,141075067,136669410,199999698,197502912,,128414144,176893183,,True,46,1686

6268330918,2058,31375433,,,,20572728,,362199551,,,,True,120,1770

6268330101,2810,,,,,,,,360844818,,218257249,True,8,1855

6268329408,3139,412034398,252863912,397316397,331256389,,,,,184013773,303888734,True,112,1722

6268327801,4119,62068309,853642893,147480545,417211136,239713015,128699463,,146247282,175792240,,False,157,1899

6268327703,3503,,81456860,55421522,132846309,,,205706516,165691283,158206190,104853813,True,70,1882

6268327404,521,236960047,236576762,315009322,297919217,1220783114,,,145583794,331567433,882137468,False,165,1900

6268326609,2909,,165116560,,,,,,161675337,,114537083,True,237,1940

6268339512,4993,,,,,,101105273,122282466,,,,True,1,1382

6268339003,774,,,,258083027,185574882,1042828423,,94299651,,108758357,True,0,1425

6268327509,2996,,294381493,302253132,346189613,,178737559,,,,894210649,False,125,1929

6268329308,3205,,286472710,,404154896,,325776919,,,,127553912,False,244,1925

6268352009,4276,154972397,289386588,217630157,,75808095,906627326,134084916,,,,True,77,1023

6268348002,2255,4176927,,,76959433,128856492,,,,,225602000,False,93,1400

6268347705,4446,307632590,145874778,,356048946,,,,1135383886,,163272081,True,197,1272

6268346600,3023,290580084,,148107692,1182859217,,,,,366867435,894411411,True,125,1446

6268343107,4649,1165437948,,,,133568894,227804603,131174499,,1237876272,1238067962,True,103,1376

6268342601,3156,,178108155,,204924167,63796138,443920761,,,391698290,,True,317,1609

6268342113,457,,,,,375596164,,,1022345703,240456698,1028689849,True,50,1688

6268342100,2998,,97257096,,,131331201,,912912581,,,897600762,False,0,1515

6268341604,3984,,998497338,,88344988,,199971607,197454669,,391607176,122437667,True,42,1533

6268341418,1365,,,141369552,,,,1088346285,,,282892176,False,52,1279

6268341004,3462,127078573,,,,165340308,149435387,463776091,,472122850,143572768,True,135,1626

6268340719,3248,61022554,,371167397,,470990067,,489768343,184539096,209085430,112012468,False,8,1717

6268340608,3727,470406127,293157508,116123548,,,,,,294812561,,True,257,1231

6268340316,3746,,,922284252,391178662,,,,,144374427,300973475,False,0,1444

6268339515,3640,116404046,132449905,347815997,,,185814175,72448352,280818710,46802496,174558713,False,41,1603

6268339114,1883,,412277043,,,138491317,,,,366130160,126825493,True,306,1678

6268338818,2530,,63762537,117172557,,284423544,89301799,,233208786,96301970,,True,80,1704

6268338806,2580,166816404,219925551,278339662,,446129575,188853665,195976394,,165780920,253930793,True,0,1581

6268338718,3989,1013148349,,285637490,256864679,,,87063130,160043796,125862790,155768232,True,281,1497

6268338505,3178,,,,,302494223,,88314639,,149044731,,True,108,1778

6268338406,3788,91145444,98020094,116842835,,109836628,,158764066,,,,True,116,1641

6268338405,3500,207425182,196599118,,,,,,,,124717465,True,0,1623

6268338318,2879,204971352,,190455070,243865943,320074014,,,136428335,420333803,300916854,False,163,1722

6268338208,4391,,350050581,,,191577632,215243995,47749775,,37318874,,True,67,1827

6268338117,2843,,113051305,134875022,203893255,,130277195,,,,,True,102,1714

6268338000,3072,,193874237,,,118927138,,1052971488,427708553,293424699,,False,41,1751

6268337802,3025,,,,104251018,319542006,,,,,,True,13,1627

6268337704,3732,,,,,,,171019299,354134933,312974387,114678056,False,105,1857

6268337502,2880,1200001236,194145253,,115714480,,121516410,,907669178,338365382,,True,107,1827

6268337415,4124,,,473852047,367799086,106676707,855100446,94081679,,882452390,384877006,False,39,1922

6268337202,1301,,,,299500113,,,,1088003579,212628625,,False,49,1636

6268337111,1496,,,161557021,,,,208484956,,149598843,,True,443,1758

6268336905,2237,,873762951,,113090026,282932680,,,,,,True,83,1676

6268336614,1117,,145794177,113660132,,,,,355206460,,,True,47,1629

6268336517,2831,,,,,121299638,,,94290549,110727096,996790711,True,66,1610

6268336501,3122,,,,,118408197,91562538,,,,,True,123,1615

6268336405,2287,364850284,,1063679323,,1042527541,,,,368996432,236708673,True,30,1798

6268336210,4607,,,783526,,52633392,,,,355552948,,True,0,1791

6268336209,3185,,29684507,45409103,,,,,923568131,119202067,260064313,True,0,1749

6268336012,3164,313402054,138946876,186375037,,,898006494,245913497,,1199575043,367086796,False,135,1831

6268336004,1497,422384600,10007240,,,,,449142497,188549129,217419927,,False,21,1752

6268335901,1569,32488077,,102109519,153728210,,,,,153584066,208697196,False,258,1887

6268335805,2454,,,294528822,321631564,197275685,418581574,,,,,False,105,1758

6268335500,2626,,,369862982,,,,155587997,,,122359830,True,123,1883

6268334900,3968,,181943550,,,1053680820,,1158414931,43342582,414309518,1020165951,False,144,2002

6268334815,1246,871715077,,,354887225,,,129656557,470665662,,,True,146,1745

6268334814,4435,,,,,168222600,,,365566818,120935340,116476345,True,19,1886

6268334812,3433,,,172051991,,15279489,,245716897,392030108,,193745555,True,0,1974

6268334709,3592,61014286,46071290,109163544,,,166416648,300243537,132492903,3993850,129972774,True,77,1896

6268334418,2394,293153809,319058499,,171293523,,,,72684050,,127890798,True,162,1979

6268334210,1622,,,,304742942,347114373,,,,,140062687,True,0,1985

6268334112,2714,,,,,297657927,118517478,,381351065,107598745,363228619,True,7,1852

6268334009,3509,,380522606,236778342,,111214022,316535525,,90466156,347533283,394852189,True,72,2065

6268348704,3350,,,80593601,,,,,,894068001,175961403,True,57,1404

6268344900,2227,179069730,340109831,160247984,,65674464,,,99220924,,,False,120,1597

6268343804,2821,,,,,,327550687,,905743444,,,True,107,1646

6268343113,2973,268811144,301513326,361401941,163030038,356926596,,,,,295161072,True,133,1634

6268342901,3338,1086124484,,48882665,92685066,,301368689,262752248,,,,False,121,1718

6268340718,2457,,,,,,1687757,91708481,,,926267723,True,167,1786

6268340700,3445,,256550637,842005755,401524077,144254091,100224385,149080924,119852190,68581546,,False,0,1828

6268340503,1580,,,462368351,203792217,,263184020,116158241,1123972398,493993483,,False,257,1824

6268339711,3804,,,877190988,,873120162,66690570,857565987,1085891881,,,False,99,1809

6268339605,2236,121188981,,,109949827,,162731310,105657130,,,119155877,False,216,1888

6268339303,3733,153473414,134326048,,,,,280706458,179493539,137373986,133628142,False,56,1851

6268338901,554,,,,,1135586683,362406270,,,,,True,0,1796

6268338401,3529,,84460228,328809109,36794590,103385478,114237581,921044804,,100136383,73120323,False,127,1923

6268337011,5371,166275346,,76550556,,124911296,,1076076207,,,,False,14,1945

6268336600,3173,117576976,316347715,100045425,971106924,100267083,123966345,,,143287399,,False,189,1995

6268346018,2413,,99388993,147217940,,,,230437425,894084179,186651240,,True,54,1554

6268344912,2958,,,,,,1031351881,1003546693,,,99842721,True,84,1599

6268341814,3057,,,,,153664761,,,,123643280,152329652,False,4,1788

6268339619,3318,286836182,,,,,186397608,,,336296038,,False,113,1879

6268339606,3201,313493115,341388592,1093120432,,,50538847,,107833230,66480371,113937594,True,119,1924

6268338601,1589,358434753,179470218,,209629998,,,,,893548737,78510525,False,180,1928

6268338311,2137,233221857,440939774,,,,160419629,905174731,1218442058,,,True,58,1972

6268338104,2326,,117210876,211049795,187080399,,,135329161,140166867,,369841046,False,123,1972

6268337504,2688,344085011,874313711,183177471,,,342906340,174658196,,,378829394,True,0,1961

6268337207,3452,,,,,23902274,397769036,77326162,,,115269721,False,18,1825

6268337114,2044,,129182143,,873569896,,,,,,,False,0,2050

6268336717,2844,896616045,107579811,,190554004,,114757065,,,,,False,0,1992

6268352708,2601,,439391920,174636090,51554236,390072236,242906637,,122457046,901901262,120620665,True,60,1306

6268350300,1469,,,186153174,,,,299740536,,,,False,206,1307

6268345803,4865,,97845663,,,336026505,,,,,86747360,True,110,1655

6268343318,4497,236917589,,343710224,177992398,,,91404053,,,,True,103,1635

6268343004,4424,,,,,,,177402098,362645469,1100600984,372739245,True,66,1763

6268342101,1808,319336747,,,,,,1109924068,,,155480016,False,0,1815

6268340004,2753,,469810625,,,155086423,152839725,,,,100139846,False,60,1961

6268340003,3688,,,136566541,,150867219,,,87367011,,928818504,False,0,1949

6268339604,2537,,246598661,144060623,1140789320,1000101135,221007962,,219146270,164952950,131452229,True,47,1905

6268338705,3044,29949218,1027096940,57239052,107941811,186974379,890440372,893334819,,205392461,193256538,True,108,2008

6268350718,3289,246078311,,,404717379,872905913,,256197257,298504444,,164691198,True,15,1443

6268349717,4732,,,,140692558,,,101311300,,,,False,114,1468

6268349117,5359,120303454,337120802,,,,,,383867949,168969321,110448679,True,0,1520

6268347715,3405,210268739,360034358,94370228,99023023,,842944657,,,143354670,877461821,True,174,1413

6268347214,3112,,406680775,,1018375601,,49016796,,215088918,,,True,103,1580

6268346119,3202,320145966,312799604,,,110427754,,,217613437,,,True,163,1678

6268344316,1487,,1111698601,89608152,,,1118612208,,,,,True,66,1738

6268343616,1090,,1015280305,375885113,287703076,,88510173,,,137655186,,False,20,1733

6268342301,2762,,133924020,90184790,,93955578,,,950160228,194935356,905197349,True,93,1868

6268341919,1910,,372567266,,,,,,138183839,,,True,53,1859

6268341607,4697,86692729,,207878985,,,105459644,84103173,10136248,86714400,40503898,True,95,1902

6268341515,4128,106731221,135497305,153064013,1040376019,,,,1008008703,158359470,118259745,False,0,1874

6268341414,2184,853839711,149488023,144505240,109077935,,130882093,122038370,69588790,78012267,,True,108,1892

6268340901,3087,,,84050328,836473079,,,,,,170643664,True,145,1765

6268340607,2571,,73116759,,,135096526,,323395622,,,238546419,True,139,1967

6268340512,2925,,361361319,411799230,,,,865399994,1012702138,292655635,105761787,True,351,1933

6268339300,4048,,,,369993022,87357433,42372144,,,,,False,200,1990

6268358911,3459,,124087978,,127190226,385226500,,115156620,,285292476,,False,3,982

6268348210,2445,350773222,76003159,285777252,464073841,1065233749,1147416735,,,1096903230,103528336,False,165,1616

6268347518,3646,115898827,19786529,349780938,,357345139,,,396649848,,31608694,False,93,1671

6268347517,1553,1112751910,1138267939,,75413861,853448629,117168127,127398368,,99172728,164663088,False,222,1512

6268343718,1527,,,,,,,,12543453,,89753868,False,130,1789

6268343515,3442,,255809589,95146331,98925590,88526824,385025126,117185821,,,315638998,True,1,1861

6268343408,3905,,157317370,322035151,,,,400365400,,145688585,320227053,True,151,1756

6268342711,3030,,124963479,147448600,,313017208,,,110232534,379819336,,True,191,1901

6268342701,2730,184301360,,260098547,156237689,,164104348,411821124,101959217,222107934,,False,309,1886

6268341907,2806,153826445,,,388520660,,,,147111135,,124414753,False,6,1881

6268340509,3289,125011673,,118792162,,294836332,,75766335,125885343,140458034,124888660,True,217,1951

6268350314,2352,,364986540,245632552,,398025115,398778641,72835797,197692274,289741204,,True,240,1529

6268348311,3777,308257600,,,,1239348700,251425219,,,303107694,237336506,False,124,1586

6268348308,3319,131441678,97494781,100715126,,11671376,114975851,102251533,178282904,205118814,,True,119,1635

6268343016,3621,144797799,,405285764,152652471,152291851,,,186022440,65172482,143905150,False,104,1886

6268342715,2347,,,,145735749,,,,198768918,,,True,10,1897

6268342206,4076,,,66206800,,,448537946,400044945,,,68018261,False,60,1921

6268341105,3066,121702661,,1080278358,,121648028,,,420667249,131174528,,False,17,1908

6268361412,3222,1035203919,,,215999267,,,,,150680469,360141957,True,427,1048

6268352813,3394,272888364,,320148285,,,233527469,218553471,,206676679,,True,4,1363

6268349804,2815,,246370560,,171882630,898452061,,211364429,,295811811,,False,6,1605

6268349718,3515,,12088756,,,,,,55610030,66669542,243811045,False,132,1608

6268349702,3339,,,,110419124,280703840,232058833,373569335,914097878,141557630,95921481,False,142,1595

6268349418,2483,,,,243001304,,492846204,251296228,479749387,204198073,,True,177,1651

6268346419,4629,126448432,112477328,,87121205,,,67045490,85501717,86718411,47915108,False,177,1619

6268344602,3338,83587186,146151758,,274701124,,111792839,94766778,80616884,241697964,161483908,False,160,1881

6268342713,3027,93648455,,,164375472,301159870,180608549,,836751780,195235795,256576135,True,7,1954

6268352705,3905,313598174,333729539,458349089,86100772,322784034,134389535,,225064738,385314332,318606263,True,124,1457

6268351514,2116,,,969005459,310769115,230706270,,,,,,False,153,1529

6268350706,2410,246946339,32103696,232434662,,,,,,85167788,,True,0,1586

6268350419,2617,,,,,,,,117910532,,174063444,True,191,1607

6268347613,3393,,200141061,296731102,,50739249,105138496,,,,,False,87,1765

6268346305,3542,,370365805,292673931,168814219,228961539,364057784,,,,335750764,True,0,1793

6268345608,2629,264910656,448119919,,188116238,459972643,,,56634579,470389961,135786135,False,83,1847

6268345312,3346,175202111,104323417,64031511,366555,33571014,160325075,346845495,466355611,1014832866,,True,1,1857

6268344117,2951,106846410,94442680,,,63362375,80935212,41449566,119470067,79708631,54214033,False,80,1920

6268343703,3252,,123160635,201290087,,,,98571756,,,,True,60,1947

6268342615,3038,,213343393,,161943345,147255161,,,,295620218,322944556,True,142,1925

6268354616,4003,,110320774,1018812131,104953324,,,191015626,,,,True,16,1442

6268350302,3369,,,,133120790,,,,,215454613,151713927,True,80,1656

6268349819,2829,1082779499,82356237,34123183,90342396,,55565278,138479325,,5972918,,False,160,1731

6268349010,1847,113910311,,,,,156701007,969357378,107735292,160015825,355718125,False,44,1664

6268348603,4562,408272824,,125098005,,130142706,,123594307,65656855,243684688,197583714,True,5,1750

6268345410,4018,,,,,,,35395292,55881713,19762766,,False,119,1902

6268344406,2665,78041595,30322301,148086025,,,318767620,1207289112,,96550747,172068819,False,18,1926

6268348915,4216,,,,96328004,,,,76787391,,,False,0,1785

6268347803,4100,,,160392846,46702936,58309449,147734256,,,174002327,245758860,True,228,1799

6268347503,4212,1079301302,99565377,,,71733453,,,,115674909,292697229,True,179,1837

6268346615,3716,115331931,403076394,,196726162,,,,898991586,395738073,110245609,False,199,1855

6268344805,3134,207521447,252852924,,291683900,170682132,1019399618,845654475,,113909361,169029483,False,100,1964

6268344619,3109,,,,319834270,,200851118,24730459,34398259,65238208,,False,203,1964

6268372508,1745,,,,129973535,,,,,399541465,896922748,False,0,615

6268357312,571,,,,869881957,,344719714,,,,,True,11,1370

6268353719,2620,,185199763,,201171228,,299112409,,,,903667264,False,156,1565

6268351716,2911,157500756,,,,286871430,385937733,221236833,368461267,,,False,134,1662

6268350911,2991,72692360,348117258,,135224095,,,899923067,128641070,1204536769,287829330,True,63,1731

6268350702,2708,184028400,168154652,1041744794,,32283667,,,317082187,,,False,98,1599

6268348504,2150,,,,186369382,,254801479,,,,,False,202,1802

6268348217,1616,,257619307,,,,,,,874733855,,True,164,1817

6268347301,2745,479616471,103576773,61207227,428401237,,,116965388,117974457,,,False,202,1744

6268346619,4028,,,,,258452575,,,,290971094,,True,0,1918

6268356519,2152,,,865189618,,,,,337071329,,205245981,False,3,1488

6268350713,1793,155801670,,837414235,410045716,,245630289,,489047526,,,False,187,1768

6268349817,2271,,,,322837432,,,,137820197,120795636,123037813,False,82,1792

6268348115,4358,,385147569,,,252639472,157120639,223099281,401563300,,162488123,True,187,1818

6268348011,2633,,105690302,,1011965079,,177321026,,1157718543,,113690829,True,32,1763

6268347400,2975,,,,,,338236106,,172057413,104323308,,True,94,1964

6268346604,3492,344373316,175439303,371497100,,108037157,,203637283,148102120,200390036,,True,105,1955

6268362406,3004,,,,112095982,,250358973,905622036,,198338732,367973893,True,37,1225

6268354719,3300,,,153457319,393152850,,844337788,226357615,249959060,,,True,0,1633

6268351616,2943,33988426,52598923,162559337,114138843,95748830,876399492,295929191,164319539,156033393,180289833,False,195,1723

6268351302,3608,,257914296,294150771,,,,120275809,287977594,315120909,,False,65,1755

6268349814,1865,,239305901,,,124264405,,,165738494,88026564,,True,67,1873

6268349707,2110,,,47800818,126825230,,1028405199,1171640535,21608218,171812421,,True,184,1813

6268349301,757,879761707,1111570300,909667384,,,,206307163,405156782,977986456,149917441,False,0,1847

6268348116,2889,,,94190000,,417036711,,1060319592,,400778782,,True,196,1864

6268348107,1983,,,130609916,,,,,112680673,,39903904,True,64,1921

6268358509,2072,108662422,117364587,875868923,,182835747,1001553307,228319534,409157578,,113855830,True,83,1205

6268353509,4391,1118869507,,,1209184127,403851815,,,288719842,1203159742,,True,53,1714

6268353417,2313,,,161922273,75540313,162091199,104329205,,382280196,309268711,,True,105,1706

6268352501,2608,363995444,231852427,492270635,,,,,468735788,,149962536,False,4,1776

6268352417,3144,,311784126,,322415121,26661749,247971272,77750256,399119436,84184989,198469599,False,19,1757

6268349610,2752,,196402842,122523327,,,,,109333659,218413910,357573563,True,0,1893

6268348605,2963,,82682474,88781264,,160650122,1195762773,1050273983,,865853507,340787133,True,210,1954

6268348302,4109,,211948578,1209053584,,,121007558,259596759,102850561,100880850,92426094,True,173,1939

6268348008,3219,133663022,,,351372721,,,,287245690,99986887,119684612,False,19,1986

6268362319,2501,,,,,,464992688,,,329115112,,True,0,1323

6268357019,3083,87432163,153825179,325730585,,857673253,,,,273571708,147492156,False,0,1583

6268352902,2197,230244239,147488697,,,,,,1112839049,486888700,,True,3,1758

6268351701,4491,,,,,,389326344,,159161412,194090563,407907479,True,42,1748

6268351308,3997,,,169491898,177245510,,205317154,,,,,False,0,1720

6268351305,2524,,322162704,,352801640,57249366,,,,,127840351,True,86,1842

6268350306,2199,,,67129793,,,,,446795914,,395474615,True,9,1886

6268349912,2203,,348818599,152415981,68469096,,,,333144504,,281534136,True,32,1918

6268357501,2595,,167938610,3066654,,,,,341719863,1059506252,,True,191,1581

6268355111,4203,187754880,291646176,,,,133127511,,1061809746,1061595624,,True,0,1696

6268351013,2671,90663690,,161237438,,,,,92707243,1215668959,,True,63,1895

6268350817,1366,325080418,,131007176,,,,359812275,,,,True,145,1685

6268350303,379,,,,324811225,,,,441786781,111113153,,True,251,1886

6268349813,3456,291542606,,,141958285,62499335,,,,905602595,1039525996,True,144,1952

6268348909,3440,106592046,,249089420,53533671,,,,1067436302,,,False,0,2006

6268362204,3105,,,102022,,,,133130971,,162644696,1142459871,True,34,1170

6268361910,2996,,392508980,,,223662577,,,,396261607,359242627,False,108,1346

6268357302,2904,,144857354,,1122657524,,51933271,1020439007,,188662945,1085542639,True,108,1579

6268356610,2577,,,,302063242,240597382,339813421,310682518,,345822310,270669708,True,116,1628

6268355212,3447,,39075712,,,,,89215382,,1041269257,,True,181,1742

6268355114,3052,247339512,96993344,,,,,151665378,,,1132546203,True,43,1705

6268354209,2976,,361200034,,102440291,169394661,,177066252,,1126601596,,False,218,1745

6268353516,3276,123523012,,111708198,,196078715,,373031153,,93727181,245360997,False,115,1812

6268352908,3075,,,,,292827235,233023311,377794410,,,,False,0,1848

6268352211,2908,1193233398,,467568538,,,,,349352978,,350481668,True,80,1825

6268351804,1387,,,,,,81096754,114953594,,,,True,287,1844

6268351608,2804,118412759,,132868882,,,,1193526681,97982328,164105991,,False,150,1904

6268361411,1753,,,,116335926,,1072490334,467296807,,,94039323,True,19,1470

6268355616,2467,,282281102,,,,,116540074,,,,True,47,1756

6268355300,3121,170106028,104343534,22393755,85633136,192596272,295140256,,490797561,193676402,222267438,False,69,1777

6268355018,2720,,196035733,,443643456,1015081262,,,,,65869069,True,4,1779

6268354607,3822,138275643,336274680,,218546859,152941635,217080171,139963065,134716049,121746141,,True,0,1792

6268353713,2064,,39751360,147488740,120407590,102110240,,,,,,False,9,1853

6268353503,3131,100171247,219071645,79314561,186445589,447622064,248009568,,92772104,,,False,14,1788

6268352310,2701,,,,162619308,,,401053659,388704088,,,True,126,1893

6268351115,3866,86872194,,160626926,,,,,235460749,439925247,167695618,True,0,1956

6268351106,3599,120254701,217014350,,,,,176832123,53223561,,,True,8,1968

6268350019,1029,,,283513542,,,,135035010,,,,False,12,2052

6268365605,2324,,371567551,,217834793,,,,,837070253,,False,0,1303

6268361312,2524,,,,,350176260,,,,,98334200,True,61,1485

6268360111,3294,,,442119570,,,,197219742,191662528,55471835,,True,95,1472

6268359307,891,397373051,,,,236802239,185991289,301020915,,,,True,235,1583

6268356110,2854,125715229,379529332,191127363,187452008,98732342,,120097334,,71410722,,False,0,1723

6268355915,3171,58719995,,,91538700,,74178953,283082044,1085492180,,202527218,True,88,1745

6268355815,3237,,350306166,,88877381,162882411,,,380381415,,1021851709,False,218,1719

6268353908,3204,,399350381,,401787318,180459091,,1106698213,99534306,116785309,,True,0,1890

6268353408,2903,363788712,413571736,,104887643,,,216324103,239104697,149443666,856436088,True,19,1939

6268353314,1538,,,27273344,,,,257618920,,,210667458,True,7,1920

6268352011,2209,,242331605,,,,,41441500,,103460314,68993519,False,9,1947

6268351801,3150,,,58544273,,,,,,418646870,,True,5,1941

6268362209,2582,921497138,307097055,188443658,,107930168,,215159115,884098356,,,False,139,1517

6268360003,2693,144035263,,146335372,,,210496710,332869030,106840707,,889339515,True,65,1625

6268359611,3114,371915054,,,316016581,,,146073337,,,,False,219,1613

6268358905,3827,,96664640,,117597160,92355120,,1006554118,163940430,1213087181,146350489,False,107,1634

6268357806,2494,368723986,,123147213,154265408,,,,,,295042419,True,103,1696

