"PLAYER_1_ID","PLAYER_2_ID","VEZES"
"111589903","101413995","1"
"306125465","152552371","1"
"205141252","52465861","1"
"371700057","80052859","1"
"127836787","85217366","1"
"394498907","127149120","1"
"255365789","66992963","1"
"879238126","35297899","1"
"330456718","315132183","1"
"442191908","217073646","1"
"1200725799","41531029","1"
"423989576","398353558","1"
"978614043","244682765","1"
"401374252","35386110","1"
"338920737","92724445","1"
"170968140","169228062","1"
"418774882","182849399","1"
"899901804","296630339","1"
"211359043","165308730","1"
"877764820","287867566","1"
"854726020","137519427","1"
"191713721","101258997","1"
"150195359","33895708","1"
"366398100","65434737","1"
"1200030249","217561446","1"
"185574882","94299651","1"
"446129575","253930793","1"
"115815122","91477237","1"
"379281828","294463877","1"
"1056400951","430480315","1"
"139810389","139102235","1"
"242885483","185512564","1"
"290899434","129893653","1"
"233221857","160419629","1"
"59498371","50326416","1"
"301194039","151679172","1"
"877912390","68990197","1"
"1128450677","160593988","1"
"384246393","207015881","1"
"300898818","28120622","1"
"1181997814","116357283","1"
"135988188","124552400","1"
"367799086","106676707","1"
"348768529","172598109","1"
"485434886","115040701","1"
"298018138","229029523","1"
"858903689","367935459","1"
"1031320895","375458251","1"
"256811744","124797788","1"
"369836656","210825454","1"
"158618406","134408933","1"
"1154032190","235919087","1"
"118412759","97982328","1"
"902198010","134156348","1"
"325191104","317409844","1"
"76597551","24944574","1"
"400682206","257838501","1"
"108050692","80581900","1"
"164277609","110623954","1"
"97583914","81566321","1"
"447611422","277396200","1"
"407907479","194090563","1"
"221794318","27740891","1"
"1193526681","164105991","1"
"192689796","133128851","1"
"268496300","119157947","1"
"366164777","188928656","1"
"259040333","144840511","1"
"456379451","178405741","1"
"144398727","139404593","1"
"129612766","102644909","1"
"1031926323","71477353","1"
"175954735","138441189","1"
"180887484","179971284","1"
"256192355","43138973","1"
"321643087","118461705","1"
"166743619","121668223","1"
"403138853","209928479","1"
"183832487","143660900","1"
"248669004","154924651","1"
"296770392","202960120","1"
"236300959","169628513","1"
"224176213","121543256","1"
"1046946934","212308571","1"
"170493622","152415387","1"
"215287166","91378277","1"
"313453157","219257453","1"
"895885044","373308700","1"
"982381914","33507012","1"
"366629723","182903959","1"
"158916569","146202966","1"
"294054086","95014031","1"
"241429465","104885607","1"
"346149414","308775444","1"
"132165697","99591377","1"
"243218344","201408309","1"
"224566898","59493601","1"
"1026587040","139084372","1"
"334370031","234255300","1"
"350838373","178687611","1"
"381691057","208964424","1"
"999274443","130071331","1"
"858502469","127076701","1"
"206634577","94384360","1"
"134006198","101780402","1"
"1221053086","147092380","1"
"176616089","168074296","1"
"328802865","133159120","1"
"350640722","188615888","1"
"1135547032","136232026","1"
"401603552","167607393","1"
"167020085","136232026","1"
"153842799","33219386","1"
"1247892958","469866215","1"
"118180227","66000366","1"
"1057228955","137032198","1"
"322138144","148203757","1"
"373401439","75020365","1"
"180800739","74067282","1"
"167567813","157722098","1"
"320516913","132139490","1"
"357896194","49810535","1"
"204429375","180440370","1"
"405928148","346938149","1"
"188329622","100325537","1"
"149443414","40625516","1"
"278369904","104449352","1"
"238434803","92469356","1"
"446129575","188853665","1"
"850176157","165515736","1"
"299776282","1970867","1"
"123871891","87149835","1"
"192067862","187405111","1"
"151668036","111647142","1"
"163222372","136520611","1"
"1109915157","114045005","1"
"145500106","97069939","1"
"386110622","205979086","1"
"170239740","109495405","1"
"868261875","359374469","1"
"461798135","325458185","1"
"89135490","55043639","1"
"1170376143","107464935","1"
"210373615","142904071","1"
"203947599","90059116","1"
"233191705","154407671","1"
"307401463","107753749","1"
"1076049560","131424408","1"
"1103908199","120626568","1"
"216881409","109852131","1"
"1040068457","293224265","1"
"351619454","153097921","1"
"469984121","100200798","1"
"144035215","51648693","1"
"1089357088","167091751","1"
"1025923792","66321880","1"
"25981184","12406280","1"
"99056606","29949218","1"
"119087398","117635431","1"
"850581329","123791934","1"
"1080293610","175167672","1"
"254494615","19943877","1"
"185117099","100954459","1"
"491100754","187190564","1"
"1136843167","968598226","1"
"111429129","99058172","1"
"245630289","155801670","1"
"323009112","153644140","1"
"924342398","346375638","1"
"371497100","108037157","1"
"322117029","36202015","1"
"969046484","387398768","1"
"391699303","130182053","1"
"889602558","174522178","1"
"921184021","196297095","1"
"399167316","55173623","1"
"157799487","91507075","1"
"218795747","164278184","1"
"146508360","136396398","1"
"119959598","93611922","1"
"874604409","136476033","1"
"424390241","124641124","1"
"258849495","54877473","1"
"407907108","80593874","1"
"1048917676","176119388","1"
"372268472","110470121","1"
"437004662","294189032","1"
"842974729","170328604","1"
"343852774","123332439","1"
"123709372","28945774","1"
"1018375601","406680775","1"
"147043019","102061729","1"
"864171945","71188417","1"
"1017541130","842673666","1"
"121650405","80911743","1"
"140321565","76135608","1"
"901818190","74562249","1"
"359618342","287207328","1"
"171138042","99932661","1"
"878892525","320017799","1"
"999274443","50248620","1"
"293553256","82293920","1"
"155698129","146753268","1"
"238629986","69707100","1"
"244075965","97358690","1"
"398111012","124160489","1"
"166060186","129616530","1"
"254390861","171664864","1"
"1034761221","342601902","1"
"1148944972","113718805","1"
"160015825","107735292","1"
"214808759","151166756","1"
"217476231","44423415","1"
"1049855679","146844720","1"
"1092967675","963230367","1"
"886046495","373889167","1"
"400408901","142054906","1"
"859569482","182145376","1"
"86831159","20899500","1"
"465558229","401374609","1"
"244205236","238775697","1"
"215168387","208372353","1"
"1158943073","38396575","1"
"1101147556","308115076","1"
"87332777","81108970","1"
"873373580","49589099","1"
"317308706","107862084","1"
"204393141","161706363","1"
"930041330","104959257","1"
"1027496848","418703096","1"
"193676402","22393755","1"
"143451562","142803","1"
"912173203","387945374","1"
"241349302","194926946","1"
"1102327307","1064921621","1"
"920331735","336291940","1"
"117594113","6903114","1"
"873394358","364304225","1"
"482259533","36202015","1"
"41938690","33819701","1"
"146452523","38381631","1"
"215970482","87038436","1"
"390052452","69167962","1"
"293950118","162003790","1"
"111770394","59184466","1"
"203250404","177208285","1"
"355189908","148189070","1"
"369866060","124651846","1"
"139810341","116494084","1"
"1033035971","87737827","1"
"482706300","198381949","1"
"155032201","116868840","1"
"177933914","174014621","1"
"922204212","69119799","1"
"99612225","89664416","1"
"412678029","180552563","1"
"900773567","81648744","1"
"324664472","88172322","1"
"141887857","134535389","1"
"1255860718","195340731","1"
"456585450","37343544","1"
"113734511","104596254","1"
"16330563","869491","1"
"319720414","136514991","1"
"114410426","87837190","1"
"349488043","182995928","1"
"1041486790","896292997","1"
"222356093","170299507","1"
"318601399","258629485","1"
"293157508","116123548","1"
"970237794","443594938","1"
"375634140","226925299","1"
"249745661","85176056","1"
"386383616","152624284","1"
