"PLAYER_ID","MMR","RANK","WIN","LOSE","TOTAL_MATCHES","WINRATE_PORCENTAGEM"
"64031511","3481","34","3061","3204","6265","48"
"64187527","3384","54","2492","2562","5054","49"
"64498261","2625","41","2024","2166","4190","48"
"65172482","3028","43","539","511","1050","51"
"65238208","2809","35","4841","5013","9854","49"
"65307733","3336","","1027","977","2004","51"
"65469545","2824","22","2523","2619","5142","49"
"65656855","4130","55","1260","1206","2466","51"
"65674464","2934","42","2764","2813","5577","49"
"65828389","2436","33","62","74","136","45"
"65869069","2477","25","520","469","989","52"
"65914246","3529","52","2998","2984","5982","50"
"66206800","2553","","948","892","1840","51"
"66392160","3393","43","1585","1500","3085","51"
"66480371","3832","54","1626","1602","3228","50"
"66669542","3371","52","1426","1327","2753","51"
"66690570","3475","54","2664","2696","5360","49"
"66957366","2295","31","338","336","674","50"
"66992963","4327","64","2028","1813","3841","52"
"67045490","4160","74","3805","1826","5631","67"
"67129793","2729","33","1308","1326","2634","49"
"67302209","2841","42","934","903","1837","50"
"67326949","3932","54","2994","3053","6047","49"
"67368192","3451","53","814","822","1636","49"
"67718337","2397","","4857","5015","9872","49"
"68018261","3398","34","1209","1232","2441","49"
"68252530","3085","33","1351","1357","2708","49"
"68469096","3194","44","2439","2241","4680","52"
"68581546","3256","54","1636","1557","3193","51"
"68723677","4388","63","1139","984","2123","53"
"68993519","2503","43","1008","952","1960","51"
"69122244","3316","45","3159","3064","6223","50"
"69321233","3663","54","1074","886","1960","54"
"69323122","3358","","1019","873","1892","53"
"69325227","3692","63","3700","3611","7311","50"
"69588790","2719","41","723","795","1518","47"
"69592630","3736","55","3098","2946","6044","51"
"69625455","2473","33","796","820","1616","49"
"69767026","3511","54","1495","1377","2872","52"
"69960333","2688","35","427","413","840","50"
"70074492","3291","44","3378","3582","6960","48"
"70162280","2305","","1147","1093","2240","51"
"70391536","2810","34","735","748","1483","49"
"70833022","3691","45","3737","3733","7470","50"
"71410722","2317","25","461","404","865","53"
"71733453","3743","45","2226","2170","4396","50"
"72388776","2367","34","1757","1737","3494","50"
"72448352","3385","52","2166","2044","4210","51"
"72684050","2899","42","3249","3387","6636","48"
"72692360","2873","33","654","631","1285","50"
"72835797","2767","41","840","648","1488","56"
"72980267","3548","53","3617","3546","7163","50"
"73116759","4134","65","1885","1832","3717","50"
"73120323","3169","51","2804","2668","5472","51"
"73162310","3855","54","236","250","486","48"
"73927632","2802","","2416","2388","4804","50"
"74178953","3645","51","1215","1066","2281","53"
"74461934","3537","52","1016","882","1898","53"
"74821143","2872","32","1099","1153","2252","48"
"74981695","3627","44","2116","2087","4203","50"
"75005714","2576","32","3125","3256","6381","48"
"75413861","2595","25","396","369","765","51"
"75540313","2736","25","608","444","1052","57"
"75761171","2578","22","889","855","1744","50"
"75766335","2747","35","1198","1172","2370","50"
"75808095","4172","72","1712","1586","3298","51"
"76003159","2408","25","1643","1655","3298","49"
"76550556","5198","80","4085","3629","7714","52"
"76724254","2614","32","842","845","1687","49"
"76787391","4065","64","3549","3323","6872","51"
"76942826","3036","42","5392","5368","10760","50"
"76959433","2476","13","86","116","202","42"
"77202049","4706","80","2426","2251","4677","51"
"77326162","3454","52","2346","2296","4642","50"
"77750256","3486","51","2677","2493","5170","51"
"78012267","2811","","875","864","1739","50"
"78041595","2591","31","2746","2772","5518","49"
"78079301","3388","24","155","121","276","56"
"78282040","3465","51","4051","3969","8020","50"
"78310281","3429","53","1707","1467","3174","53"
"78510525","2555","32","188","220","408","46"
"78933324","3866","62","2891","2657","5548","52"
"78947402","3266","52","435","436","871","49"
"79145475","3597","","1065","972","2037","52"
"79314561","3526","51","5880","5845","11725","50"
"79366741","2030","24","269","277","546","49"
"79421442","3825","55","3699","3596","7295","50"
"79507952","1793","15","1350","1357","2707","49"
"79668096","1881","24","3082","3142","6224","49"
"79708631","3513","52","613","705","1318","46"
"79981637","3221","53","1670","1652","3322","50"
"80131708","2834","43","2360","2349","4709","50"
"80593601","3162","53","5193","5142","10335","50"
"80616884","3235","","2199","2058","4257","51"
"80935212","3180","43","1877","1815","3692","50"
"81082722","3674","53","1952","1988","3940","49"
"81096754","2095","34","1825","1657","3482","52"
"81456860","2769","33","764","688","1452","52"
"81698259","3668","54","1892","1684","3576","52"
"82120704","3310","45","3755","3483","7238","51"
"82164315","4153","71","1013","989","2002","50"
"82356237","2700","32","2071","2098","4169","49"
"82366281","4585","75","4688","4317","9005","52"
"82682474","2757","32","1595","1872","3467","46"
"83109793","3826","55","3012","3014","6026","49"
"83440894","3702","45","2905","2809","5714","50"
"83462726","2992","41","674","659","1333","50"
"83587186","3636","34","1514","1458","2972","50"
"83842294","3116","45","1741","1692","3433","50"
"83946887","3118","71","2955","2893","5848","50"
"84050328","3148","51","841","842","1683","49"
"84094379","3289","52","3113","2984","6097","51"
"84103173","4122","75","1539","1497","3036","50"
"84143648","3699","51","194","84","278","69"
"84149902","3120","55","3043","2975","6018","50"
"84184989","3018","55","965","916","1881","51"
"84321305","2963","44","2617","2612","5229","50"
"84460228","3400","61","668","591","1259","53"
"84571031","1513","13","1776","1757","3533","50"
"84733794","3014","41","763","774","1537","49"
"84909377","3729","41","1618","1796","3414","47"
"85167788","2719","32","2081","2151","4232","49"
"85501717","4096","74","1246","1084","2330","53"
"85633136","3933","62","1963","1877","3840","51"
"85644683","2752","41","1987","2052","4039","49"
"86100772","3948","53","3401","3264","6665","51"
"86308617","4029","75","3220","2928","6148","52"
"86651955","2862","32","1106","1160","2266","48"
"86692729","4609","80","6008","5912","11920","50"
"86714400","4463","75","1890","1763","3653","51"
"86718411","4139","75","102","42","144","70"
"86719839","3781","61","3575","3571","7146","50"
"86739425","2370","31","2816","2961","5777","48"
"86747360","4987","80","1787","1612","3399","52"
"86750306","4491","74","4749","3914","8663","54"
"86757641","3250","42","2395","2378","4773","50"
"86793318","1905","22","1047","1130","2177","48"
"86817571","4080","63","3651","3762","7413","49"
"86838488","3945","64","2270","2192","4462","50"
"86844472","4652","80","6852","6153","13005","52"
"86854689","3132","32","1545","1527","3072","50"
"86872194","3359","42","1383","1359","2742","50"
"86874890","3750","61","3181","3123","6304","50"
"86897816","3846","54","3246","3131","6377","50"
"86957175","3912","55","2330","2248","4578","50"
"86983403","3103","35","2379","2406","4785","49"
"87004456","3800","55","407","368","775","52"
"87063130","3702","53","2864","2818","5682","50"
"87121205","4240","65","2814","2500","5314","52"
"87357433","4069","64","3579","3324","6903","51"
"87367011","3901","63","439","410","849","51"
"87432163","2980","43","2033","2082","4115","49"
"87541735","4067","64","3655","3566","7221","50"
"87737827","2458","33","1565","1498","3063","51"
"88026564","2358","15","224","237","461","48"
"88314639","3249","52","340","293","633","53"
"88334122","3241","53","3700","3653","7353","50"
"88344988","4487","75","2799","2616","5415","51"
"88510173","966","33","3759","3656","7415","50"
"88526824","2969","31","1606","1736","3342","48"
"88593666","3352","43","1181","1258","2439","48"
"88781264","2986","31","1742","1661","3403","51"
"88877381","3563","63","1161","954","2115","54"
"89215382","3524","55","3970","3826","7796","50"
"89241431","3264","52","2155","1955","4110","52"
"89301799","2655","34","1279","1324","2603","49"
"89318481","3371","51","3026","3018","6044","50"
"89333947","3499","44","152","149","301","50"
"89447349","3964","53","3650","3436","7086","51"
"89457778","4153","72","5745","5718","11463","50"
"89608152","1854","34","2111","1826","3937","53"
"89753868","1650","14","86","90","176","48"
"89909007","2867","42","1223","1044","2267","53"
"90095933","3140","","1664","1707","3371","49"
"90184790","3033","41","3253","3357","6610","49"
"90269824","2464","33","54","88","142","38"
"90335364","2504","41","2045","1944","3989","51"
"90342396","2939","52","1291","1349","2640","48"
"90466156","3530","61","3885","3681","7566","51"
"90663690","2546","31","714","766","1480","48"
"90792441","3150","51","2126","2026","4152","51"
"91145444","3850","74","2662","2349","5011","53"
"91358927","3613","72","1135","982","2117","53"
"91404053","3536","52","1713","1670","3383","50"
"91431555","4196","72","5676","5411","11087","51"
"91456898","3121","41","3301","3346","6647","49"
"91507075","3178","51","2870","2850","5720","50"
"91538700","3107","52","2652","2403","5055","52"
"91562538","2825","43","1581","1667","3248","48"
"91615583","2706","31","2532","2577","5109","49"
"91635746","2893","31","2348","2632","4980","47"
"91708481","2344","15","489","537","1026","47"
"92355120","3130","43","308","330","638","48"
"92426094","2918","43","566","508","1074","52"
"92685066","2959","34","2287","2236","4523","50"
"92707243","2069","23","1830","1774","3604","50"
"92729448","2577","32","855","908","1763","48"
"92772104","3393","45","575","593","1168","49"
"92796572","3609","54","3386","3244","6630","51"
"93074926","3661","61","963","886","1849","52"
"93167774","3088","34","2319","2303","4622","50"
"93252151","5485","80","5907","5608","11515","51"
"93309123","3478","53","1395","1383","2778","50"
"93369949","2843","23","2531","2589","5120","49"
"93432414","3303","63","1534","1447","2981","51"
"93648455","3376","43","1525","1473","2998","50"
"93727181","2865","43","906","890","1796","50"
"93810355","3384","","565","590","1155","48"
"93955578","3077","64","74","49","123","60"
"93985514","3765","","875","900","1775","49"
"94039323","2375","41","2150","2150","4300","50"
"94081679","3208","64","1595","1478","3073","51"
"94109957","3392","42","1650","1462","3112","53"
"94190000","3291","61","1733","1636","3369","51"
"94290549","3471","65","3025","2879","5904","51"
"94299651","3466","55","2486","2282","4768","52"
"94370228","2958","33","642","589","1231","52"
"94442680","3025","35","1007","918","1925","52"
"94726130","4430","80","3430","3079","6509","52"
"94766778","3491","64","4390","3928","8318","52"
"94783837","3290","45","1228","1323","2551","48"
"94865271","2936","32","883","820","1703","51"
"95134004","1364","21","1085","1085","2170","50"
"95146331","3203","23","2237","2432","4669","47"
"95161597","3858","61","5907","5824","11731","50"
"95327808","3502","61","2441","2544","4985","48"
"95488263","4950","80","3705","3460","7165","51"
"95748830","3175","45","2556","2397","4953","51"
"95823675","3169","53","1259","1282","2541","49"
"95921481","3078","43","2032","1949","3981","51"
"96073976","3985","80","1018","976","1994","51"
"96301970","2870","35","800","812","1612","49"
"96328004","3825","71","3282","3225","6507","50"
"96550747","2470","31","107","100","207","51"
"96664640","3258","45","4706","4758","9464","49"
"96680151","3205","35","2362","2429","4791","49"
"96820048","3458","42","3103","2941","6044","51"
"96929102","3293","41","556","544","1100","50"
"96993344","2958","53","1896","2058","3954","47"
"97024391","4381","75","4743","4320","9063","52"
"97257096","3819","62","4877","4657","9534","51"
"97295448","3120","55","2485","2226","4711","52"
"97494781","2929","42","706","763","1469","48"
"97544550","3780","63","500","489","989","50"
"97845663","4779","80","2864","2800","5664","50"
"97982328","2451","32","566","546","1112","50"
"98020094","3799","74","2898","2611","5509","52"
"98021837","4585","75","5723","5416","11139","51"
"98102226","3321","","3041","2922","5963","50"
"98334200","3251","45","4412","4396","8808","50"
"98532963","2933","44","2729","2831","5560","49"
"98571756","2927","33","1030","1052","2082","49"
"98732342","2371","24","935","1025","1960","47"
"98925590","3391","42","2914","2982","5896","49"
"99023023","2937","35","52","124","176","29"
"99027227","3198","23","130","107","237","54"
"99037944","5679","80","7278","6686","13964","52"
"99172728","2043","32","1500","1420","2920","51"
"99220924","2990","42","1552","1541","3093","50"
"99288407","2458","24","1553","1631","3184","48"
"99370495","2854","43","2726","2399","5125","53"
"99388993","2313","31","718","737","1455","49"
"99476369","3088","61","1155","1020","2175","53"
"99534306","3383","55","3063","2954","6017","50"
"99540225","3674","42","5154","5103","10257","50"
"99565377","3042","41","2060","2054","4114","50"
"99624932","3322","42","1345","1284","2629","51"
"99827433","4492","80","3681","3407","7088","51"
"99842721","3035","52","3175","3104","6279","50"
"99979679","3169","43","5632","5612","11244","50"
"99986887","2784","41","3327","2910","6237","53"
"100045425","3330","52","3480","3407","6887","50"
"100090726","2865","42","3804","3750","7554","50"
"100136383","3095","44","3026","3012","6038","50"
"100139846","2865","34","1935","2047","3982","48"
"100156594","3122","31","285","274","559","50"
"100171247","2891","42","1911","1923","3834","49"
"100184472","3313","33","2962","3098","6060","48"
"100224385","3484","32","2699","2770","5469","49"
"100267083","4006","51","2046","1867","3913","52"
"100366910","2632","32","1978","1976","3954","50"
"100610603","5325","80","3481","3352","6833","50"
"100714921","4038","73","1881","2091","3972","47"
"100715126","3706","44","1796","1718","3514","51"
"100880850","3027","44","2088","1984","4072","51"
"101105273","4994","80","2971","2535","5506","53"
"101156071","2879","31","2002","1708","3710","53"
"101311300","3992","71","1117","1135","2252","49"
"101397649","3099","53","1718","1701","3419","50"
"101482716","3353","44","3740","3719","7459","50"
"101959217","2417","24","462","375","837","55"
"102099734","3270","43","1370","1372","2742","49"
"102109519","2699","35","1475","1401","2876","51"
"102110240","3857","71","1201","919","2120","56"
"102165656","2979","33","199","232","431","46"
"102251533","3141","43","3023","3013","6036","50"
"102352686","2938","42","1282","1239","2521","50"
"102426362","2234","23","1393","1473","2866","48"
"102429591","2539","25","1975","2021","3996","49"
"102440291","2660","31","2270","2222","4492","50"
"102453972","2182","33","3735","3691","7426","50"
"102712120","2820","35","2284","2311","4595","49"
"102744334","3938","74","2858","2478","5336","53"
"102850561","3535","41","2085","2089","4174","49"
"102990422","3495","51","1932","1808","3740","51"
"103188733","2995","51","1506","1765","3271","46"
"103325680","3527","43","5126","5027","10153","50"
"103385478","3633","","910","850","1760","51"
"103436004","3105","64","3151","2958","6109","51"
"103436530","3014","42","3785","3805","7590","49"
"103460314","2349","31","848","905","1753","48"
"103528336","2746","35","665","718","1383","48"
"103576773","2428","54","885","755","1640","53"
"103847478","2497","34","505","470","975","51"
"103953414","4342","80","884","745","1629","54"
"103969260","3798","","867","907","1774","48"
"104173104","2768","32","1968","1976","3944","49"
"104251018","3159","44","1941","1911","3852","50"
"104323308","3622","51","2149","2048","4197","51"
"104323417","3534","62","2504","2463","4967","50"
"104329205","3497","44","1485","1552","3037","48"
"104343534","3793","71","3147","3040","6187","50"
"104419849","3455","55","2748","2688","5436","50"
"104490572","3717","43","2784","2793","5577","49"
"104853813","2783","43","2024","1879","3903","51"
"104884897","3381","44","2155","2060","4215","51"
"104887643","3188","51","91","70","161","56"
"104899847","4372","75","1981","1783","3764","52"
"104953324","3561","63","844","749","1593","52"
"105138496","3250","32","3232","3255","6487","49"
"105459644","4546","80","4302","3655","7957","54"
"105657130","2637","","1657","1648","3305","50"
"105690302","2664","33","2252","2413","4665","48"
"105761787","3476","35","2979","2985","5964","49"
"106018770","2054","24","114","116","230","49"
"106073138","3447","43","1132","1179","2311","48"
"106203937","3029","35","1474","1527","3001","49"
"106559221","2599","45","1304","1072","2376","54"
"106592046","3043","43","1647","1486","3133","52"
"106676707","3814","72","1435","1053","2488","57"
"106695888","1133","13","1522","1672","3194","47"
"106731221","3613","62","2347","2191","4538","51"
"106840707","2951","43","913","915","1828","49"
"106846410","2957","45","756","682","1438","52"
"107210399","3338","53","2895","2785","5680","50"
"107344555","3493","61","1479","1451","2930","50"
"107470370","2494","33","1105","1003","2108","52"
"107579811","2281","25","2443","2660","5103","47"
"107598745","3474","43","3179","3154","6333","50"
"107735292","3114","51","1209","1042","2251","53"
"107742637","4265","80","5070","4816","9886","51"
"107833230","3722","53","2285","2236","4521","50"
"107836427","3411","54","438","398","836","52"
"107886593","2720","33","358","412","770","46"
"107930168","3741","54","3156","3181","6337","49"
"107931758","2547","24","1831","1609","3440","53"
"107941811","2825","34","1361","1491","2852","47"
"108037157","3544","53","1643","1616","3259","50"
"108093790","3811","41","1527","1615","3142","48"
"108169606","2774","33","2398","2455","4853","49"
"108614656","3221","51","1443","1486","2929","49"
"108662422","3272","52","1709","1630","3339","51"
"108758357","3646","55","1843","1691","3534","52"
"109024026","2769","42","1649","1623","3272","50"
"109077935","2911","32","2708","2662","5370","50"
"109163544","3525","51","2341","2266","4607","50"
"109305561","3516","61","3391","3275","6666","50"
"109333659","3245","43","1073","1081","2154","49"
"109352360","3116","51","3374","3469","6843","49"
"109836628","3506","","1700","1527","3227","52"
"109949827","2788","32","1002","1131","2133","46"
"110232534","3150","35","627","656","1283","48"
"110245609","3694","43","3403","3353","6756","50"
"110247823","3040","34","1481","1419","2900","51"
"110275685","4282","72","3862","3678","7540","51"
"110320774","3220","41","1561","1496","3057","51"
"110419124","3030","31","1640","1717","3357","48"
"110427754","3952","54","7199","7002","14201","50"
"110448679","6366","80","9267","8289","17556","52"
"110539477","3468","55","951","879","1830","51"
"110727096","3022","35","1693","1658","3351","50"
"110878864","2718","31","2159","2158","4317","50"
"110915312","2893","23","381","332","713","53"
"111035760","3320","51","5241","5096","10337","50"
"111113153","391","15","965","1310","2275","42"
"111184123","1204","12","3374","3419","6793","49"
"111214022","4138","64","3829","3637","7466","51"
"111510603","2924","44","1511","1561","3072","49"
"111708198","2433","25","1943","2082","4025","48"
"111792839","3235","53","1246","1269","2515","49"
"112012468","3179","53","1353","1223","2576","52"
"112095982","3157","34","3041","2859","5900","51"
"112294813","3044","","735","788","1523","48"
"112475057","4066","73","5149","4202","9351","55"
"112477328","3996","54","2024","1804","3828","52"
"112503702","2485","32","1168","1188","2356","49"
"112680673","1957","22","3561","3601","7162","49"
"112721074","2379","31","984","1036","2020","48"
"112792785","1830","52","1822","1753","3575","50"
"112893116","2841","43","2013","2081","4094","49"
"113051305","3091","54","3572","3412","6984","51"
"113067123","3609","55","1921","1808","3729","51"
"113090026","2889","45","4401","4397","8798","50"
"113098375","3096","42","1204","1123","2327","51"
"113182052","2321","21","1726","1881","3607","47"
"113226336","2802","52","1910","1434","3344","57"
"113232704","2588","34","3224","3302","6526","49"
"113499575","3353","","307","317","624","49"
"113505052","2176","23","905","914","1819","49"
"113543401","2450","31","420","447","867","48"
"113573440","3225","45","229","191","420","54"
"113647552","2978","44","2848","2663","5511","51"
"113660132","1788","25","2075","2090","4165","49"
"113690829","2670","33","2280","2339","4619","49"
"113692814","3685","","1295","1212","2507","51"
"113825342","2215","31","38","20","58","65"
"113855830","2578","53","1916","1942","3858","49"
"113867132","4002","64","2459","2367","4826","50"
"113898174","3801","62","721","724","1445","49"
"113909361","3378","41","504","510","1014","49"
"113910311","3252","55","943","945","1888","49"
"113936445","2906","42","5167","5193","10360","49"
"113937594","3817","61","1947","1871","3818","50"
"113965762","3867","71","5516","5161","10677","51"
"114046960","4459","72","8323","7731","16054","51"
"114138843","3433","24","350","400","750","46"
"114148433","3649","54","2705","2796","5501","49"
"114199815","3805","63","1742","1541","3283","53"
"114237581","3218","43","3529","3633","7162","49"
"114357637","2843","31","294","368","662","44"
"114537083","3717","35","2422","2540","4962","48"
"114678056","3560","33","2638","2768","5406","48"
"114711143","3488","45","166","149","315","52"
"114713111","3065","44","1506","1476","2982","50"
"114757065","3354","51","1107","1094","2201","50"
"114912995","3024","41","1060","1032","2092","50"
"114948386","3223","55","1847","1853","3700","49"
"114953594","1703","23","984","941","1925","51"
"114975851","3257","45","4524","4394","8918","50"
"115047185","2274","45","1304","1279","2583","50"
"115094800","4004","52","2135","2063","4198","50"
"115156620","2488","21","1101","1107","2208","49"
"115162242","2653","","701","656","1357","51"
"115175820","4418","71","4125","3846","7971","51"
"115269721","3006","45","1891","1870","3761","50"
"115331931","3110","42","2863","2870","5733","49"
"115674909","3117","51","2814","2762","5576","50"
"115703748","3747","51","2051","2204","4255","48"
"115714480","2683","35","1456","1492","2948","49"
"115731051","3528","63","1572","1541","3113","50"
"115898827","3241","53","3332","3267","6599","50"
"116113826","4382","33","3377","3290","6667","50"
"116123548","4047","71","2460","2194","4654","52"
"116149384","2790","32","1712","1698","3410","50"
"116158241","1477","15","2191","2276","4467","49"
"116242109","3409","52","531","520","1051","50"
"116335926","1542","24","2256","2321","4577","49"
"116382292","2928","31","2839","2874","5713","49"
"116404046","3957","71","2836","2650","5486","51"
