"PLAYER_ID","MMR","RANK","WIN","LOSE","TOTAL_MATCHES","WINRATE_PORCENTAGEM"
"116476345","3675","45","1123","1177","2300","48"
"116494084","3500","61","2746","2596","5342","51"
"116540074","2095","25","1207","1213","2420","49"
"116575358","3319","52","1153","1148","2301","50"
"116780013","3829","45","5881","5834","11715","50"
"116785309","3631","54","3482","3292","6774","51"
"116842835","3748","61","1227","1106","2333","52"
"116867515","3955","","1572","1530","3102","50"
"116883307","3421","51","1595","1663","3258","48"
"116965388","2716","42","4168","4195","8363","49"
"117049763","2917","35","408","425","833","48"
"117108032","2984","43","3606","3649","7255","49"
"117150571","2571","34","3916","3656","7572","51"
"117168127","2632","32","485","509","994","48"
"117172557","2803","35","3412","3485","6897","49"
"117185821","2458","23","437","451","888","49"
"117210876","2842","41","1875","1839","3714","50"
"117344622","3426","42","1671","1569","3240","51"
"117344710","4024","63","2584","2416","5000","51"
"117364587","3131","53","1932","1899","3831","50"
"117473278","3570","61","4338","4274","8612","50"
"117539915","2829","42","976","995","1971","49"
"117576976","2488","45","1797","1681","3478","51"
"117597160","3295","44","1271","1256","2527","50"
"117910532","2619","34","2808","2887","5695","49"
"117910898","2449","24","1736","1934","3670","47"
"117974457","3608","55","5272","5221","10493","50"
"118072248","1825","14","266","357","623","42"
"118250784","3810","72","3517","3219","6736","52"
"118257105","3046","44","3074","3037","6111","50"
"118259745","3717","64","3559","3377","6936","51"
"118359761","2544","51","3519","3322","6841","51"
"118408197","3036","44","3812","3755","7567","50"
"118412759","3048","44","1513","1475","2988","50"
"118416997","3777","55","3726","3673","7399","50"
"118425811","2844","41","703","729","1432","49"
"118450497","2856","54","2366","2174","4540","52"
"118477662","3292","42","2337","2280","4617","50"
"118517478","3489","43","3744","3641","7385","50"
"118778839","5587","80","4061","3756","7817","51"
"118787531","3598","53","923","843","1766","52"
"118792162","3231","44","3215","3193","6408","50"
"118927138","2946","42","1567","1638","3205","48"
"119123448","3558","54","2346","2322","4668","50"
"119131906","3598","42","1519","1486","3005","50"
"119155877","2860","33","1596","1612","3208","49"
"119202067","3244","61","2690","2621","5311","50"
"119250061","3100","62","3189","2886","6075","52"
"119470067","3063","33","454","367","821","55"
"119684612","2779","44","1321","1079","2400","55"
"119852190","3175","41","1427","1408","2835","50"
"119947890","2618","35","1517","1442","2959","51"
"120097334","2820","24","1932","2037","3969","48"
"120163588","2805","33","2753","2847","5600","49"
"120239374","2869","42","2391","2526","4917","48"
"120254701","3154","51","2727","2716","5443","50"
"120275809","3010","33","2632","2528","5160","51"
"120303454","5481","80","5920","5176","11096","53"
"120407590","3707","52","514","484","998","51"
"120423157","3902","44","2683","2783","5466","49"
"120575017","2356","64","2065","1707","3772","54"
"120620665","2644","34","3847","3876","7723","49"
"120626568","3510","52","2695","2545","5240","51"
"120765068","2165","25","1947","2069","4016","48"
"120767631","2259","23","1601","1703","3304","48"
"120795636","2176","14","1455","1569","3024","48"
"120871377","3207","54","3140","3210","6350","49"
"120935340","3112","21","892","899","1791","49"
"121007558","2848","43","2542","2531","5073","50"
"121046731","3365","32","1289","1413","2702","47"
"121098967","2638","51","959","780","1739","55"
"121188981","2115","22","1196","1317","2513","47"
"121299638","2941","62","2550","2464","5014","50"
"121321911","3130","42","2248","2112","4360","51"
"121516410","2701","35","949","946","1895","50"
"121592849","3463","52","1376","1264","2640","52"
"121648028","2806","42","2884","2911","5795","49"
"121702661","2911","42","1072","1104","2176","49"
"121746141","3947","61","4621","4496","9117","50"
"121929197","3508","62","684","672","1356","50"
"122015634","2723","31","581","532","1113","52"
"122038370","2742","","870","852","1722","50"
"122282466","4475","80","3664","3331","6995","52"
"122359830","2973","23","747","743","1490","50"
"122395193","2412","43","1925","1768","3693","52"
"122437667","4242","74","1823","1664","3487","52"
"122457046","2602","33","3682","3694","7376","49"
"122523327","2755","42","916","938","1854","49"
"122700329","3424","54","2238","2130","4368","51"
"122837342","2602","33","1230","1202","2432","50"
"122886369","2924","32","1878","1997","3875","48"
"122960570","3215","34","725","724","1449","50"
"123037813","1930","14","719","723","1442","49"
"123147213","2508","33","2467","2470","4937","49"
"123154862","4056","71","3605","3202","6807","52"
"123160635","2615","32","820","860","1680","48"
"123194053","3849","51","4005","3991","7996","50"
"123205588","2969","34","1429","1385","2814","50"
"123209181","2304","24","2737","2806","5543","49"
"123286416","1653","22","418","446","864","48"
"123309400","2909","32","2231","2311","4542","49"
"123320643","3323","35","2609","2568","5177","50"
"123465339","2976","42","5352","5433","10785","49"
"123501997","3260","41","3027","2950","5977","50"
"123523012","2665","34","2912","2958","5870","49"
"123594307","3871","54","4665","4389","9054","51"
"123636058","2909","31","3560","3596","7156","49"
"123643280","3265","51","3218","3189","6407","50"
"123745142","3670","54","2782","2857","5639","49"
"123810613","2474","45","715","497","1212","58"
"123814066","2712","41","2872","3005","5877","48"
"123895388","2698","33","298","385","683","43"
"123948548","3149","51","846","810","1656","51"
"123966345","3059","42","3122","3049","6171","50"
"123986068","3524","55","4437","4317","8754","50"
"124016332","2149","25","1466","1496","2962","49"
"124072991","1632","32","104","91","195","53"
"124087978","2851","","1697","1721","3418","49"
"124136741","3313","44","3937","4017","7954","49"
"124181806","1898","23","249","262","511","48"
"124210278","3022","44","5080","4934","10014","50"
"124264036","3871","53","1288","1198","2486","51"
"124264405","2043","21","804","802","1606","50"
"124308276","3778","62","4111","4037","8148","50"
"124414753","3464","51","1961","1831","3792","51"
"124717465","3137","35","425","483","908","46"
"124723625","2701","32","1052","999","2051","51"
"124785640","3636","61","1970","1845","3815","51"
"124843971","2349","","271","316","587","46"
"124888660","2992","43","2824","2798","5622","50"
"124911296","4896","80","5842","5454","11296","51"
"124963479","2823","31","1111","1188","2299","48"
"125010117","3461","45","775","594","1369","56"
"125011673","3204","51","2729","2645","5374","50"
"125022016","1884","","478","528","1006","47"
"125098005","3761","63","3362","3125","6487","51"
"125139263","2580","32","843","877","1720","49"
"125256941","3242","63","2152","1980","4132","52"
"125286074","2801","32","1066","1096","2162","49"
"125667545","2515","14","872","1038","1910","45"
"125715229","2327","25","762","717","1479","51"
"125794069","2905","23","639","652","1291","49"
"125849707","2202","35","1432","1346","2778","51"
"125862790","3890","54","1033","914","1947","53"
"125885343","3133","51","5498","5338","10836","50"
"125932849","2669","54","2335","2128","4463","52"
"126131309","1363","14","704","754","1458","48"
"126430223","1392","12","401","445","846","47"
"126448432","3654","51","588","548","1136","51"
"126535299","3929","53","1744","1553","3297","52"
"126589319","3627","51","3209","3110","6319","50"
"126760887","1938","31","2056","2176","4232","48"
"126825230","2647","33","2186","2206","4392","49"
"126825493","2303","42","2549","2319","4868","52"
"127077620","2239","32","687","612","1299","52"
"127078573","3857","62","1268","1177","2445","51"
"127190226","3329","53","1865","1904","3769","49"
"127372291","3559","52","1820","1822","3642","49"
"127398368","1703","31","1400","1380","2780","50"
"127553912","3593","44","1713","1631","3344","51"
"127840351","2489","22","712","751","1463","48"
"127890798","3059","44","1133","1101","2234","50"
"128414144","2141","22","526","512","1038","50"
"128434030","3113","33","3396","3384","6780","50"
"128641070","2712","31","516","528","1044","49"
"128652245","3337","52","4295","4213","8508","50"
"128699463","4001","53","5551","5543","11094","50"
"128716080","2002","33","1059","1049","2108","50"
"128798242","2866","41","532","486","1018","52"
"128856492","3006","24","2219","2128","4347","51"
"129022946","2880","45","823","640","1463","56"
"129182143","2173","24","1614","1618","3232","49"
"129229109","2943","34","1249","1325","2574","48"
"129336429","3252","52","815","833","1648","49"
"129656557","1886","44","1494","1429","2923","51"
"129930059","2696","45","1979","1981","3960","49"
"129972774","3537","54","129","117","246","52"
"129973535","1748","23","144","184","328","43"
"130071331","3707","71","1768","1662","3430","51"
"130142706","3654","61","2714","2556","5270","51"
"130263619","3420","24","328","346","674","48"
"130277195","3335","53","2888","2812","5700","50"
"130331459","3833","74","2339","2308","4647","50"
"130343977","4320","80","4690","4344","9034","51"
"130481826","2782","34","113","122","235","48"
"130609916","2118","22","954","924","1878","50"
"130765200","1919","32","673","674","1347","49"
"130776488","2822","33","1911","1809","3720","51"
"130882093","2785","25","1012","1060","2072","48"
"131007176","1471","21","3335","3482","6817","48"
"131174499","2552","22","1010","923","1933","52"
"131174528","3155","42","3598","3458","7056","50"
"131328489","3493","64","2904","2683","5587","51"
"131331201","3073","71","1267","1229","2496","50"
"131441678","3403","45","1651","1643","3294","50"
"131452229","2478","44","2833","2571","5404","52"
"131469432","3055","44","1718","1668","3386","50"
"131599448","3259","45","1667","1760","3427","48"
"131642203","1893","31","615","623","1238","49"
"131671494","1986","32","546","469","1015","53"
"131682013","3078","23","897","902","1799","49"
"131992891","3491","65","1491","1410","2901","51"
"132204331","3317","53","824","771","1595","51"
"132449905","3811","62","1015","859","1874","54"
"132492903","3380","51","2270","2124","4394","51"
"132543047","3656","55","1990","1808","3798","52"
"132553382","2409","24","1871","2106","3977","47"
"132577191","3059","35","2266","2080","4346","52"
"132846309","3292","41","598","625","1223","48"
"132868882","2830","34","2328","2331","4659","49"
"132904902","2144","25","1029","988","2017","51"
"132913070","4107","65","3774","3632","7406","50"
"133001741","1970","42","861","733","1594","54"
"133024592","1467","13","476","485","961","49"
"133120790","3171","42","3373","3393","6766","49"
"133127511","4329","65","1071","926","1997","53"
"133130971","3729","55","2456","2361","4817","50"
"133135463","3002","43","2858","2830","5688","50"
"133137405","3748","55","3225","2931","6156","52"
"133398247","2645","43","1462","1420","2882","50"
"133468351","2223","31","1662","1590","3252","51"
"133502785","3053","43","2680","2599","5279","50"
"133517350","2877","35","1931","2000","3931","49"
"133568894","3955","34","3497","3533","7030","49"
"133628142","2704","34","3660","3572","7232","50"
"133663022","3561","43","3520","3587","7107","49"
"133695909","4018","42","510","558","1068","47"
"133924020","2751","31","1141","1187","2328","49"
"134023021","3602","61","1317","1281","2598","50"
"134030772","1851","22","1411","1241","2652","53"
"134084916","4519","74","3018","2699","5717","52"
"134161761","3638","43","261","258","519","50"
"134222761","2589","25","1311","1246","2557","51"
"134326048","3455","35","2290","2260","4550","50"
"134389535","3497","53","1873","1616","3489","53"
"134673060","2967","41","2638","2638","5276","50"
"134713000","3406","52","3526","3437","6963","50"
"134716049","3570","55","5407","5362","10769","50"
"134814838","2786","32","925","870","1795","51"
"134875022","3833","54","883","897","1780","49"
"134929015","2979","34","1957","1749","3706","52"
"134931718","3933","61","946","937","1883","50"
"134975624","4181","73","2747","2315","5062","54"
"135035010","2552","33","3577","3678","7255","49"
"135088675","3144","61","2619","2563","5182","50"
"135096526","3852","62","1746","1700","3446","50"
"135224095","2785","33","563","586","1149","48"
"135329161","2329","42","1312","1258","2570","51"
"135372003","4099","44","5180","5129","10309","50"
"135373682","2769","25","1080","899","1979","54"
"135480769","4640","74","3108","2869","5977","51"
"135497305","3757","63","5251","5123","10374","50"
"135786135","2361","25","3706","3918","7624","48"
"135839346","2231","23","1579","1682","3261","48"
"135916466","3128","52","3536","3351","6887","51"
"136059958","2644","32","1626","1716","3342","48"
"136105851","2266","22","786","691","1477","53"
"136428335","2229","34","2454","2499","4953","49"
"136431470","2203","23","823","915","1738","47"
"136492476","2871","35","7305","7357","14662","49"
"136566541","3538","53","766","754","1520","50"
"136669410","2786","","604","698","1302","46"
"136767152","3112","53","2869","2476","5345","53"
"136776874","2740","34","1044","1042","2086","50"
"136887549","2571","31","520","533","1053","49"
"136951176","2976","44","659","606","1265","52"
"137373986","2920","33","4046","3826","7872","51"
"137454669","2570","25","1979","2121","4100","48"
"137489098","2904","","1317","1240","2557","51"
"137570695","3614","45","207","188","395","52"
"137655186","2412","32","778","820","1598","48"
"137757836","3183","44","947","934","1881","50"
"137820197","1374","13","293","327","620","47"
"138155012","2721","41","452","386","838","53"
"138183839","2133","32","1757","1851","3608","48"
"138275643","3799","62","3735","3727","7462","50"
"138479325","3079","35","1449","1315","2764","52"
"138491317","2695","44","2278","2307","4585","49"
"138946876","2747","41","2530","2663","5193","48"
"139614467","2630","32","917","974","1891","48"
"139717521","3075","43","1401","1241","2642","53"
"139810341","3623","64","2860","2839","5699","50"
"139963065","3930","55","172","157","329","52"
"140062687","3492","63","839","749","1588","52"
"140166867","3342","43","2934","2935","5869","49"
"140458034","3094","45","3697","3675","7372","50"
"140692558","4190","71","2946","2778","5724","51"
"140800912","3257","44","3417","3193","6610","51"
"141045740","2793","43","1308","1155","2463","53"
"141075067","2263","","363","397","760","47"
"141194830","3222","61","1800","1729","3529","51"
"141328742","3301","35","960","1045","2005","47"
"141369552","2134","22","608","693","1301","46"
"141450007","2529","34","380","377","757","50"
"141557630","2967","31","866","798","1664","52"
"141703658","3057","45","1498","1385","2883","51"
"141821976","2817","35","9407","9307","18714","50"
"141958285","3114","43","119","128","247","48"
"142133409","3512","43","3277","3161","6438","50"
"142396168","3167","45","5507","5598","11105","49"
"143008084","4729","80","2439","2212","4651","52"
"143155607","3642","51","3631","3380","7011","51"
"143287399","3274","53","2108","1875","3983","52"
"143328344","3440","43","658","641","1299","50"
"143354670","3035","35","3849","3868","7717","49"
"143358924","3049","45","383","445","828","46"
"143509153","4055","63","2684","2575","5259","51"
"143572768","2693","43","683","749","1432","47"
"143667441","3407","51","2760","2657","5417","50"
"143905150","3071","43","2171","1975","4146","52"
"144035263","2753","25","2049","1999","4048","50"
"144060623","3239","51","3301","3300","6601","50"
"144108137","2976","","1688","1526","3214","52"
"144254091","3125","31","1107","1070","2177","50"
"144374427","3987","73","1059","935","1994","53"
"144505240","2544","32","1760","1670","3430","51"
"144518467","3489","55","7142","6849","13991","51"
"144741767","2709","34","1970","1987","3957","49"
"144754984","2800","44","3926","3930","7856","49"
"144776298","1596","24","1702","1728","3430","49"
"144797799","3370","45","646","592","1238","52"
"144835463","4213","72","2660","2432","5092","52"
"144857354","2629","34","1790","1851","3641","49"
"144918027","2660","41","647","735","1382","46"
"145071849","2983","22","890","774","1664","53"
"145157726","2530","32","819","813","1632","50"
"145479585","2284","35","593","586","1179","50"
"145534779","3196","52","2188","2086","4274","51"
"145583794","2469","65","2229","1924","4153","53"
"145617799","2703","41","1978","1802","3780","52"
"145688585","2464","34","1693","1790","3483","48"
"145699486","3618","42","1704","1740","3444","49"
"145735749","2202","15","1196","1455","2651","45"
"145794177","1567","24","1486","1533","3019","49"
"145829879","3033","51","3037","2927","5964","50"
"145874778","3862","55","1773","1569","3342","53"
"145901533","1817","21","1558","1677","3235","48"
"146000495","2280","31","1618","1695","3313","48"
"146073337","2477","43","2637","2663","5300","49"
"146151758","3771","64","1760","1793","3553","49"
"146195290","2687","35","745","723","1468","50"
"146247282","3258","51","775","744","1519","51"
"146335372","2749","42","2699","2518","5217","51"
"146350489","3172","42","2380","2365","4745","50"
"146364811","3663","61","1107","942","2049","54"
"146607126","2837","35","460","491","951","48"
"146671214","3701","61","965","907","1872","51"
"146871263","4292","75","2042","1693","3735","54"
"147111135","2587","51","2156","1913","4069","52"
"147217940","2155","34","2325","2139","4464","52"
"147218180","3480","63","3769","3652","7421","50"
"147228084","3086","44","2290","2080","4370","52"
"147255161","3075","55","1493","1254","2747","54"
"147448600","2815","43","1117","1050","2167","51"
"147480545","3436","54","1609","1431","3040","52"
"147488697","2041","15","1063","987","2050","51"
"147488740","2956","44","2197","1906","4103","53"
"147492156","3119","42","100","90","190","52"
"147558978","2827","32","1766","1770","3536","49"
"147617729","4204","73","2048","1876","3924","52"
"147734256","2915","33","442","375","817","54"
"147767743","4146","72","1535","1372","2907","52"
"148049993","2674","42","1719","1592","3311","51"
"148086025","2675","33","3012","3017","6029","49"
"148102120","2578","42","223","171","394","56"
"148107692","3387","61","1731","1577","3308","52"
"148189070","2455","33","1220","1211","2431","50"
"148395154","3170","45","573","555","1128","50"
"148620146","2070","35","1786","1642","3428","52"
"148767130","2796","42","1967","1823","3790","51"
"148996471","3955","63","2325","2130","4455","52"
"149044731","3355","54","2651","2599","5250","50"
"149080924","3658","61","1590","1411","3001","52"
"149308573","2296","22","266","308","574","46"
"149378430","2004","32","396","377","773","51"
"149435387","2882","54","1696","1617","3313","51"
"149443666","3944","65","2911","2933","5844","49"
"149472252","2505","41","2245","1887","4132","54"
"149488023","2461","","850","921","1771","47"
"149598843","2107","24","1310","1390","2700","48"
"149917441","1942","15","142","127","269","52"
"149948905","2659","41","785","780","1565","50"
"149962536","2052","32","4561","4388","8949","50"
"150129040","3778","74","3276","2853","6129","53"
"150248584","3210","41","1719","1519","3238","53"
"150344815","3700","72","1509","1355","2864","52"
"150542410","2820","41","104","97","201","51"
"150661979","3327","44","681","724","1405","48"
"150680469","2900","23","1651","1707","3358","49"
"150717524","2812","42","2057","1925","3982","51"
"150801964","4064","63","8809","5902","14711","59"
"150867219","3950","71","1686","1638","3324","50"
"150968633","3798","72","3100","2949","6049","51"
"151027148","1844","31","339","321","660","51"
"151036510","2637","33","2052","1872","3924","52"
"151096708","3063","42","999","1048","2047","48"
"151238629","3214","61","3069","3068","6137","50"
"151362202","3492","55","3134","2845","5979","52"
"151454493","2753","62","2304","2156","4460","51"
"151495364","2692","35","1323","1310","2633","50"
"151665378","2409","34","1047","990","2037","51"
"151713927","3241","51","2192","2213","4405","49"
"151806263","2789","35","750","722","1472","50"
"151873288","2664","24","1490","1489","2979","50"
"152139083","2604","63","1315","1083","2398","54"
"152197832","3617","62","1722","1266","2988","57"
"152291851","3835","55","1135","1065","2200","51"
"152329652","3378","52","1925","1936","3861","49"
"152357160","4436","80","2206","1904","4110","53"
"152366916","3289","62","3666","3596","7262","50"
"152415981","2488","44","2375","2209","4584","51"
"152435473","2921","62","1727","1583","3310","52"
"152600865","2912","44","1629","1560","3189","51"
"152652471","3338","54","527","490","1017","51"
"152839725","2713","33","1733","1699","3432","50"
"152941635","3363","55","917","818","1735","52"
"153064013","3640","62","2290","2060","4350","52"
"153457319","3308","52","1622","1594","3216","50"
"153473414","2744","34","207","212","419","49"
"153584066","2410","31","633","615","1248","50"
"153664761","3022","51","1854","1725","3579","51"
"153728210","2063","32","1541","1322","2863","53"
"153770379","3237","43","933","734","1667","55"
"153825179","2725","42","582","523","1105","52"
"153826445","2481","45","3412","3291","6703","50"
"153870583","3387","61","321","228","549","58"
"154066099","1806","25","483","440","923","52"
"154128527","3767","73","2453","2310","4763","51"
"154265408","2339","31","2269","2286","4555","49"
"154285394","1313","12","319","359","678","47"
"154563498","2537","34","1129","1060","2189","51"
"154972397","4152","80","3104","2772","5876","52"
"155086423","2712","32","200","177","377","53"
"155480016","2417","25","1491","1475","2966","50"
"155587997","2181","24","1541","1340","2881","53"
"155590795","2394","45","1502","1189","2691","55"
"155768232","3171","52","939","880","1819","51"
"155801670","2404","52","1529","1561","3090","49"
"155879413","3746","61","187","142","329","56"
"155911536","3259","61","2312","2099","4411","52"
"156033393","2833","25","551","530","1081","50"
"156033414","3421","54","4200","3933","8133","51"
"156237689","2272","22","645","766","1411","45"
"156299205","3044","44","2250","2185","4435","50"
"156701007","3122","61","1502","1159","2661","56"
"157120639","3549","63","363","341","704","51"
"157317370","3338","34","823","795","1618","50"
"157500756","2975","41","1586","1648","3234","49"
"157515974","2740","45","2371","1995","4366","54"
"157799487","2582","32","2638","2464","5102","51"
"157912373","4631","71","796","606","1402","56"
"157960063","2726","21","48","62","110","43"
"158068466","2296","31","1032","901","1933","53"
"158101331","2643","34","1531","1513","3044","50"
"158206190","2932","42","1170","1147","2317","50"
"158359470","3720","62","2249","1968","4217","53"
"158491272","3177","42","947","863","1810","52"
"158544149","3966","71","6612","6250","12862","51"
"158764066","3121","45","1778","1813","3591","49"
"158979932","3096","41","1945","1846","3791","51"
"159161412","4080","44","2280","2146","4426","51"
"159580283","3624","54","1437","1330","2767","51"
"160015825","2832","61","2132","1993","4125","51"
"160043796","3410","53","2271","2274","4545","49"
"160054289","1717","31","1498","1359","2857","52"
"160247984","3032","42","672","715","1387","48"
"160325075","2732","41","2553","2445","4998","51"
"160392846","3012","42","1025","987","2012","50"
"160419629","2268","33","2256","2176","4432","50"
"160626926","3587","65","2120","1941","4061","52"
"160650122","2744","34","715","669","1384","51"
"160727585","2685","42","1673","1461","3134","53"
"160745179","3360","32","1313","1164","2477","53"
"160868979","4434","72","4312","4063","8375","51"
"160903806","2791","42","730","660","1390","52"
"161237438","2421","25","896","859","1755","51"
"161322355","3603","54","1418","1367","2785","50"
"161483908","3389","55","2214","1966","4180","52"
"161557021","1807","25","1034","852","1886","54"
"161675337","2865","41","1324","1406","2730","48"
"161824093","3249","43","1973","1986","3959","49"
"161922273","2797","35","1552","1476","3028","51"
"161943345","3433","52","434","417","851","50"
"162091199","2846","42","2468","2283","4751","51"
"162381964","2407","24","540","587","1127","47"
"162488123","3858","62","2057","1973","4030","51"
"162542611","2987","35","3101","3024","6125","50"
"162559337","3651","63","820","664","1484","55"
"162599558","3952","52","1941","1890","3831","50"
"162619308","2726","54","5172","5049","10221","50"
"162644696","3185","61","1853","1737","3590","51"
"162649992","4069","25","2270","2387","4657","48"
"162731310","2682","41","2473","2510","4983","49"
"162882411","3082","54","2776","2709","5485","50"
"163030038","3734","64","2325","2002","4327","53"
"163169341","3141","43","4029","4048","8077","49"
"163272081","3463","54","1290","1296","2586","49"
"163370825","2986","34","5531","5579","11110","49"
"163876867","3565","54","2258","2208","4466","50"
"163906169","3500","55","1957","1877","3834","51"
"163940430","3498","45","2527","2454","4981","50"
"164008568","1678","21","2859","2909","5768","49"
"164034597","3077","43","430","449","879","48"
"164104348","2595","31","171","158","329","51"
"164105991","2322","32","2181","2175","4356","50"
"164120559","2424","35","2084","2081","4165","50"
"164216355","3787","64","1657","1376","3033","54"
"164319539","2939","44","1547","1508","3055","50"
"164375472","2860","51","1886","1811","3697","51"
"164547705","1735","41","1040","855","1895","54"
"164663088","2101","31","990","894","1884","52"
"164691198","3106","25","1395","1477","2872","48"
"164761559","3549","61","4053","3931","7984","50"
"164917735","2637","32","1256","1298","2554","49"
"164939867","3802","15","937","1027","1964","47"
"164952950","1990","25","1927","1847","3774","51"
"165116560","2855","33","1767","1950","3717","47"
"165340308","3487","53","1254","1281","2535","49"
"165682503","2105","23","488","466","954","51"
"165691283","2448","23","1341","1255","2596","51"
"165738494","1825","12","2908","3095","6003","48"
"165780920","3104","25","521","559","1080","48"
"165905698","3043","33","1275","1163","2438","52"
"166030530","2644","35","1842","1652","3494","52"
"166207598","3053","51","4141","4209","8350","49"
"166208370","2100","55","1600","1545","3145","50"
"166275346","4906","80","2675","2592","5267","50"
"166416648","3219","51","2251","2220","4471","50"
"166480842","3432","63","3518","3529","7047","49"
"166756304","3180","14","1266","1405","2671","47"
"166816404","2219","25","552","551","1103","50"
"166880201","2674","33","2327","2415","4742","49"
"166925938","3166","32","247","232","479","51"
"167054119","2694","41","140","139","279","50"
"167077928","2259","25","695","725","1420","48"
"167081886","1676","15","1659","1711","3370","49"
"167127075","2735","34","1592","1321","2913","54"
"167441171","2213","35","1455","1453","2908","50"
"167484409","3378","43","2187","2104","4291","50"
"167576935","3392","24","7549","7610","15159","49"
"167695618","3578","43","1447","1383","2830","51"
"167938610","3084","44","2955","2864","5819","50"
"168154652","3445","54","2869","2733","5602","51"
"168222600","2810","34","1342","1139","2481","54"
"168301355","2785","35","365","330","695","52"
"168357467","2670","35","515","390","905","56"
"168582612","3540","52","2296","2060","4356","52"
"168601086","1995","34","1945","1864","3809","51"
"168764430","2603","43","2415","2234","4649","51"
"168774696","3602","63","2179","2113","4292","50"
"168814219","3163","42","1164","1259","2423","48"
"168893988","1966","21","1632","1684","3316","49"
"168911299","2561","41","3221","2936","6157","52"
"168969321","4929","80","645","535","1180","54"
"169029483","3348","52","1333","1275","2608","51"
"169169023","2828","24","1596","1494","3090","51"
"169263320","3288","43","3426","3289","6715","51"
"169299347","2969","51","1362","1238","2600","52"
"169305711","2172","43","1441","1265","2706","53"
"169394661","2773","34","2396","2254","4650","51"
"169491898","3267","53","539","410","949","56"
"169513128","4748","80","4811","4720","9531","50"
"169692631","2972","31","321","388","709","45"
"169745840","3929","71","1854","1617","3471","53"
"169957073","4384","80","2915","2449","5364","54"
"170019167","2927","43","5213","4943","10156","51"
"170025379","1547","35","1628","1689","3317","49"
"170106028","3812","63","1550","1315","2865","54"
"170132180","2918","53","2720","2557","5277","51"
"170215386","3052","42","2491","2515","5006","49"
"170328604","3132","42","977","914","1891","51"
"170360245","1892","42","918","790","1708","53"
"170643664","3104","44","3226","3028","6254","51"
"170682132","2907","32","246","272","518","47"
"170875547","2806","41","2459","2376","4835","50"
"171009000","3805","71","1023","989","2012","50"
"171010843","2351","","446","490","936","47"
"171019299","2653","33","1412","1349","2761","51"
"171293523","1809","43","1407","1316","2723","51"
"171343322","1455","13","988","1017","2005","49"
"171516698","3991","73","4140","4076","8216","50"
"171812421","2491","33","1742","1755","3497","49"
"171882630","1958","22","421","452","873","48"
"172025975","2522","34","1584","1640","3224","49"
"172051991","3839","72","4735","4442","9177","51"
"172057413","2974","51","3301","3136","6437","51"
"172068819","2648","25","654","685","1339","48"
"172098667","2573","33","2478","2389","4867","50"
"172370948","2583","24","501","474","975","51"
"172502667","2685","34","3594","3472","7066","50"
"172589050","2377","24","1280","1242","2522","50"
"172746474","3177","51","1746","1554","3300","52"
"172838223","1941","15","1426","1376","2802","50"
"173112907","2812","41","2186","2013","4199","52"
"173399664","2621","32","1424","1410","2834","50"
"173420066","1972","23","80","67","147","54"
"173500156","2069","51","1183","1040","2223","53"
"173916387","2494","31","117","97","214","54"
"174002327","2569","35","668","677","1345","49"
"174063444","2410","32","2858","2829","5687","50"
"174122551","2257","25","543","516","1059","51"
"174175921","3506","54","2039","1905","3944","51"
"174425283","2339","34","1986","2061","4047","49"
"174558713","3289","43","1699","1520","3219","52"
"174570690","3665","71","942","876","1818","51"
"174636090","3035","34","1734","1751","3485","49"
"174658196","2406","43","529","527","1056","50"
"174807397","2599","34","1314","1240","2554","51"
"174883906","2742","41","983","967","1950","50"
"175071328","3412","52","2769","2693","5462","50"
"175202111","3399","35","2932","2913","5845","50"
"175439303","3097","34","1510","1400","2910","51"
"175763809","2714","42","968","1081","2049","47"
"175792240","3632","63","3089","2767","5856","52"
"175961403","3428","53","600","554","1154","51"
"175975822","4283","80","4309","3997","8306","51"
"176120509","2653","35","2162","2042","4204","51"
"176136292","1948","","786","775","1561","50"
"176651701","2463","35","910","809","1719","52"
"176818532","3712","72","2676","2202","4878","54"
"176832123","2846","42","3924","3612","7536","52"
"176893183","2756","33","1404","1293","2697","52"
"177066252","3113","35","2218","2190","4408","50"
"177207222","2465","44","1705","1709","3414","49"
"177245510","3893","55","2708","2711","5419","49"
"177246144","3827","21","1480","1423","2903","50"
"177287047","3872","61","2481","2519","5000","49"
"177321026","2571","33","582","599","1181","49"
"177402098","3925","55","2493","2262","4755","52"
"177406005","2112","41","2840","2684","5524","51"
"177810611","4023","65","2063","2032","4095","50"
"177992398","3339","51","1076","1079","2155","49"
"178108155","2856","41","733","726","1459","50"
"178282904","3114","44","2402","2380","4782","50"
"178386292","5335","80","1980","1607","3587","55"
"178498386","2236","42","1167","1108","2275","51"
"178641947","3118","34","2783","2691","5474","50"
"178737559","2951","45","2722","2421","5143","52"
"179030075","3147","32","1669","1471","3140","53"
"179034708","3670","53","2661","2697","5358","49"
"179069730","2282","42","1699","1547","3246","52"
"179161101","2609","34","1650","1527","3177","51"
"179413202","2181","12","1084","1217","2301","47"
"179438500","2885","41","880","841","1721","51"
"179470218","1931","31","2039","1911","3950","51"
"179493539","2786","34","943","924","1867","50"
"179515522","3617","53","2138","2209","4347","49"
"179763682","2128","32","1351","1409","2760","48"
"179864320","4327","80","2593","2047","4640","55"
"180132171","3534","55","2511","2379","4890","51"
"180289833","3227","55","2337","2084","4421","52"
"180459091","2888","54","796","535","1331","59"
"180480215","3592","72","1163","878","2041","56"
