Match_ID,Player_1_ID,Player_2_ID
6268347913,79366741,126131309
6268347913,79366741,473002289
6268347913,79366741,197629270
6268347913,79366741,1051702279
6268347913,126131309,473002289
6268347913,126131309,197629270
6268347913,126131309,1051702279
6268347913,473002289,197629270
6268347913,473002289,1051702279
6268347913,197629270,1051702279
6268346306,1148991024,1097955177
6268346306,1148991024,141328742
6268346306,1148991024,1258200156
6268346306,1148991024,425433780
6268346306,1148991024,42145244
6268346306,1097955177,141328742
6268346306,1097955177,1258200156
6268346306,1097955177,425433780
6268346306,1097955177,42145244
6268346306,141328742,1258200156
6268346306,141328742,425433780
6268346306,141328742,42145244
6268346306,1258200156,425433780
6268346306,1258200156,42145244
6268346306,425433780,42145244
6268341207,47852992,230142245
6268341207,47852992,201239785
6268341207,230142245,201239785
6268339913,411990204,228960053
6268339913,411990204,299379381
6268339913,411990204,103325680
6268339913,228960053,299379381
6268339913,228960053,103325680
6268339913,299379381,103325680
6268339710,1009733736,173112907
6268339710,1009733736,848714399
6268339710,173112907,848714399
6268338317,231668194,865245576
6268338317,231668194,43732816
6268338317,231668194,67718337
6268338317,231668194,166880201
6268338317,865245576,43732816
6268338317,865245576,67718337
6268338317,865245576,166880201
6268338317,43732816,67718337
6268338317,43732816,166880201
6268338317,67718337,166880201
6268336806,45084227,458736664
6268336806,45084227,124843971
6268336806,45084227,128798242
6268336806,45084227,368271774
6268336806,458736664,124843971
6268336806,458736664,128798242
6268336806,458736664,368271774
6268336806,124843971,128798242
6268336806,124843971,368271774
6268336806,128798242,368271774
6268336507,137489098,94865271
6268336507,137489098,101397649
6268336507,137489098,89909007
6268336507,137489098,103436004
6268336507,137489098,110247823
6268336507,137489098,110915312
6268336507,137489098,66392160
6268336507,137489098,37656682
6268336507,94865271,101397649
6268336507,94865271,89909007
6268336507,94865271,103436004
6268336507,94865271,110247823
6268336507,94865271,110915312
6268336507,94865271,66392160
6268336507,94865271,37656682
6268336507,101397649,89909007
6268336507,101397649,103436004
6268336507,101397649,110247823
6268336507,101397649,110915312
6268336507,101397649,66392160
6268336507,101397649,37656682
6268336507,89909007,103436004
6268336507,89909007,110247823
6268336507,89909007,110915312
6268336507,89909007,66392160
6268336507,89909007,37656682
6268336507,103436004,110247823
6268336507,103436004,110915312
6268336507,103436004,66392160
6268336507,103436004,37656682
6268336507,110247823,110915312
6268336507,110247823,66392160
6268336507,110247823,37656682
6268336507,110915312,66392160
6268336507,110915312,37656682
6268336507,66392160,37656682
6268335711,107210399,244048552
6268335711,107210399,932878942
6268335711,107210399,173500156
6268335711,107210399,78282040
6268335711,107210399,217073646
6268335711,107210399,318579605
6268335711,244048552,932878942
6268335711,244048552,173500156
6268335711,244048552,78282040
6268335711,244048552,217073646
6268335711,244048552,318579605
6268335711,932878942,173500156
6268335711,932878942,78282040
6268335711,932878942,217073646
6268335711,932878942,318579605
6268335711,173500156,78282040
6268335711,173500156,217073646
6268335711,173500156,318579605
6268335711,78282040,217073646
6268335711,78282040,318579605
6268335711,217073646,318579605
6268333916,145071849,63634848
6268333916,145071849,132577191
6268333916,145071849,172025975
6268333916,145071849,1180554553
6268333916,145071849,842832749
6268333916,63634848,132577191
6268333916,63634848,172025975
6268333916,63634848,1180554553
6268333916,63634848,842832749
6268333916,132577191,172025975
6268333916,132577191,1180554553
6268333916,132577191,842832749
6268333916,172025975,1180554553
6268333916,172025975,842832749
6268333916,1180554553,842832749
