Match_ID,Player_ID,Radiant_Team,Level,Hero_ID,Hero_Damage,Hero_Healing,Damage_taken,Kills,Assists,Deaths,KDA,Gold_Per_Minute,Gold_Spent,Experience_Per_Minute,Last_Hits,Item_0,Item_1,Item_2,Item_3,Item_4,Win

6268335805,321631564,True,14,60,7367,0,0,0,2,3,3,1,280,7865,345,90,50,1,252,73,12,0

6268335805,197275685,True,14,75,18796,0,0,0,2,8,5,1,267,7930,371,89,63,0,102,77,485,0

6268335805,418581574,False,23,25,21305,0,0,12059,8,9,2,5,620,17775,809,235,116,48,77,249,77,1

6268335500,369862982,True,23,75,29272,0,0,2337,10,17,7,3,429,11785,807,78,77,63,36,485,152,1

6268335500,155587997,False,16,83,13015,2180,0,0,5,12,11,1,309,7195,401,44,1,223,180,218,181,0

6268335500,122359830,False,16,121,10930,120,0,0,1,9,12,0,209,6415,394,18,102,254,180,0,0,0

6268334900,181943550,True,16,41,9872,0,0,0,0,8,12,0,324,9935,394,150,172,63,152,36,166,0

6268334900,1053680820,True,14,30,16929,305,0,96,9,5,14,0,263,8370,317,28,29,254,28,244,0,0

6268334900,1158414931,False,24,34,35241,57,0,844,8,17,8,2,542,13925,813,184,41,178,1,256,232,1

6268334900,43342582,False,20,33,14620,0,0,5421,5,18,4,4,476,15665,543,151,1,178,116,110,180,1

6268334900,414309518,False,22,50,15145,9382,0,1397,7,25,8,3,396,11720,699,93,0,231,0,229,40,1

6268334900,1020165951,False,24,19,20065,0,0,20305,12,11,2,7,657,17605,830,267,63,73,117,116,252,1

6268334815,871715077,True,26,34,45594,0,0,384,25,8,0,33,746,21080,1041,233,37,41,121,600,178,1

6268334815,354887225,True,18,20,8214,400,0,4000,1,18,3,4,274,7695,563,28,229,214,22,216,40,1

6268334815,129656557,False,17,84,20514,0,0,0,8,2,12,0,367,8585,484,49,181,50,65,67,232,0

6268334815,470665662,False,20,56,13477,0,0,0,9,4,6,1,430,13005,657,153,38,75,215,0,40,0

6268334814,168222600,True,21,29,22333,0,0,508,10,19,3,7,458,14385,635,143,56,1,0,50,178,1

6268334814,365566818,False,11,119,13428,96,0,0,2,6,8,0,234,6160,228,18,42,40,0,180,34,0

6268334814,120935340,False,15,129,11126,0,0,0,2,7,8,1,278,6310,387,91,178,0,50,1,73,0

6268334814,116476345,False,19,12,17850,0,0,491,8,3,10,1,418,10725,564,147,174,170,218,75,63,0

6268334812,172051991,True,20,114,14014,400,0,2892,4,22,8,2,378,12065,550,80,160,569,37,40,36,1

6268334812,15279489,True,21,135,21994,2271,0,5813,8,15,9,2,506,13735,646,185,116,178,0,50,168,1

6268334812,245716897,False,23,11,33421,0,0,3622,10,6,7,2,549,16755,780,231,249,26,63,116,218,0

6268334812,392030108,False,19,78,16046,0,0,0,4,14,9,1,375,9900,503,128,178,50,90,36,11,0

6268334812,193745555,False,19,109,12420,0,0,593,2,11,6,1,524,13745,540,323,147,36,160,596,14,0

6268334709,61014286,True,23,67,26454,0,0,4155,9,17,3,6,557,14550,781,191,38,147,127,108,50,1

6268334709,46071290,True,14,50,7079,5385,0,225,2,15,8,1,286,7415,327,49,254,0,0,244,88,1

6268334709,109163544,True,21,30,20839,4307,0,1608,9,13,5,3,377,12085,667,58,254,188,36,180,218,1

6268334709,166416648,False,16,128,16622,588,0,635,5,9,5,2,263,8580,423,39,102,229,38,214,43,0

6268334709,300243537,False,19,6,16955,0,0,0,6,4,5,1,431,12890,557,174,36,236,0,63,116,0

6268334709,132492903,False,16,136,12144,831,0,408,6,2,9,0,351,8965,427,137,73,21,569,50,143,0

6268334709,3993850,False,22,23,28386,0,0,707,7,7,6,2,619,17100,701,316,116,50,249,151,43,0

6268334709,129972774,False,13,101,9696,0,0,0,2,6,11,0,208,5665,307,19,232,29,40,77,77,0

6268334418,293153809,True,23,44,28420,0,0,7959,7,12,4,3,531,16810,754,212,143,145,116,168,63,1

6268334418,319058499,True,25,11,26839,0,0,10123,11,12,2,7,670,18110,878,268,116,100,604,41,48,1

6268334418,171293523,True,17,27,17532,0,0,3587,3,18,7,2,367,9755,422,83,1,29,0,36,0,1

6268334418,72684050,False,17,126,16162,0,0,0,3,11,6,2,352,11045,417,114,50,36,77,273,116,0

6268334418,127890798,False,21,1,11698,0,0,1731,7,4,5,1,527,14805,636,273,145,147,63,24,36,0

6268334210,304742942,True,25,44,21337,0,0,7636,11,4,2,5,648,16545,886,262,596,117,158,143,50,1

6268334210,347114373,True,17,119,13339,1020,0,212,8,15,7,2,352,9300,451,29,1,214,40,36,218,1

6268334210,140062687,False,17,34,24867,0,0,0,3,2,7,0,355,10895,433,169,34,108,41,232,178,0

6268334112,297657927,True,20,14,25017,0,0,3260,17,17,7,4,427,11440,596,63,73,131,1,108,50,1

6268334112,118517478,False,19,8,13823,643,0,1492,4,5,7,1,510,14155,577,230,50,108,0,244,166,0

6268334112,381351065,False,15,30,19364,175,0,249,8,7,15,0,298,7570,393,23,180,40,216,0,267,0

6268334112,107598745,False,19,136,10220,0,0,357,3,10,9,1,273,6260,551,36,50,0,181,73,162,0

6268334112,363228619,False,17,119,19684,0,0,643,5,10,10,1,371,10190,471,116,77,41,36,108,63,0

6268334009,380522606,True,18,105,26458,0,0,3581,10,8,6,2,370,10530,468,59,214,259,178,232,108,1

6268334009,236778342,True,15,50,8785,3218,0,609,2,15,10,1,301,8870,337,38,88,269,39,0,29,1

6268334009,111214022,True,26,41,34963,0,0,18164,13,15,0,28,754,25015,907,341,116,156,139,158,75,1

6268334009,316535525,False,20,11,12311,0,0,33,3,5,10,0,465,12935,534,245,236,154,0,116,63,0

6268334009,1181863604,False,21,104,12641,0,0,87,3,4,9,0,364,10770,581,154,1,127,151,29,152,0

6268334009,90466156,False,15,107,8062,0,0,0,5,5,11,0,278,7470,324,28,254,36,73,63,244,0

6268334009,347533283,False,21,6,19891,0,0,0,6,5,6,1,457,16195,587,244,63,154,36,3,152,0

6268334009,394852189,False,16,84,10689,0,0,0,4,9,12,1,247,6865,362,40,232,254,29,181,218,0

6268348704,80593601,True,18,123,22417,220,0,4730,14,8,1,11,582,11900,697,116,0,1466,36,63,236,1

6268348704,97691589,False,15,48,8393,0,0,0,4,4,4,1,416,8645,478,178,11,26,63,236,170,0

6268348704,894068001,False,8,20,4896,228,0,0,0,6,7,0,173,3895,192,11,44,254,216,65,48,0

6268348704,175961403,False,13,74,6881,0,0,28,3,2,6,0,340,5735,386,81,0,0,0,0,0,0

6268344900,179069730,True,11,81,6885,0,0,0,1,4,7,0,267,6275,277,79,11,63,485,0,151,0

6268344900,340109831,True,13,53,12132,0,0,1861,2,6,12,0,271,5990,344,54,168,28,63,0,42,0

6268344900,160247984,True,14,54,2921,0,0,109,2,1,8,0,278,6540,401,76,151,50,36,8,0,0

6268344900,65674464,True,13,104,3182,120,0,0,2,2,7,0,286,6445,345,104,63,42,88,1,240,0

6268344900,99220924,False,18,21,14728,0,0,2091,2,23,2,8,346,5540,584,51,77,50,77,0,166,1

6268343804,327550687,False,14,104,12382,1200,0,0,6,7,11,1,352,8420,383,96,569,36,1,50,11,0

6268343804,905743444,False,16,9,14369,0,0,178,3,11,6,2,302,7635,449,46,187,36,166,43,75,0

6268343113,268811144,True,17,107,18323,960,0,2487,6,22,2,9,392,10245,525,78,190,116,92,180,36,1

6268343113,301513326,True,16,14,9939,400,0,1666,3,13,7,2,316,8720,493,31,244,1,214,232,36,1

6268343113,361401941,True,21,11,24375,0,0,3990,12,8,0,20,601,13320,760,194,116,41,34,100,1,1

6268343113,163030038,True,17,33,10078,520,0,3771,5,19,5,4,377,7445,510,54,21,29,34,178,1,1

6268343113,356926596,True,20,42,21635,0,0,15048,13,11,1,12,614,10400,698,183,36,13,151,249,11,1

6268343113,295161072,False,14,106,12705,0,0,0,2,3,9,0,282,7515,378,95,166,41,569,36,50,0

6268342901,1086124484,True,15,11,23740,0,0,0,4,7,13,0,355,7655,397,106,41,1,100,29,16,0

6268342901,48882665,True,21,105,35843,400,0,0,8,5,5,2,442,10720,693,89,188,214,102,232,60,0

6268342901,92685066,True,18,136,15384,1137,0,0,3,11,5,2,376,10410,564,75,21,178,151,50,36,0

6268342901,301368689,False,23,18,40043,0,0,11656,22,7,3,7,779,17995,888,240,116,1,172,141,252,1

6268342901,262752248,False,19,91,5481,16165,0,1819,2,24,3,6,260,6665,581,7,39,79,40,43,269,1

6268340718,1141382971,True,24,48,31037,0,0,16911,14,8,5,3,733,18790,906,251,133,147,116,0,63,1

6268340718,1687757,False,15,43,13761,0,0,1533,6,6,7,1,317,7710,406,78,21,100,48,216,16,0

6268340718,91708481,False,13,129,6849,0,0,0,2,8,10,0,254,6335,303,55,63,11,0,36,0,0

6268340718,926267723,False,18,12,5484,0,0,1786,2,1,6,0,418,9890,534,218,11,63,36,174,147,0

6268340700,256550637,True,20,39,24303,0,15001,1944,8,0,4,1,525,14990,625,219,63,116,98,41,77,0

6268340700,842005755,True,14,91,1848,10169,16647,0,0,5,8,0,163,3410,341,9,34,79,41,0,0,0

6268340700,401524077,True,19,41,13170,0,13971,0,4,5,5,1,388,11320,553,148,166,172,116,16,14,0

6268340700,144254091,True,13,99,26178,0,27790,102,1,5,12,0,292,6160,303,100,131,29,73,178,127,0

6268340700,100224385,False,19,84,9562,400,11183,417,5,15,4,4,456,11985,557,87,210,190,65,102,0,1

6268340700,149080924,False,20,64,14278,0,9938,12760,8,16,1,12,516,11515,619,145,244,0,206,8,692,1

6268340700,119852190,False,19,13,10926,110,10936,2151,4,16,4,4,410,12580,575,119,100,58,77,63,41,1

6268340700,68581546,False,22,49,32610,0,26738,9774,14,20,2,11,607,16065,744,176,178,210,158,36,63,1

6268340503,462368351,True,19,15,17482,0,0,102,4,6,10,0,375,8815,576,233,63,36,596,166,8,0

6268340503,203792217,True,16,44,8730,0,0,0,4,7,3,2,374,11190,426,164,0,168,21,596,63,0

6268340503,263184020,False,19,48,6601,0,0,6502,1,3,5,0,498,11690,554,263,236,147,63,149,0,1

6268340503,116158241,False,14,30,8855,2226,0,492,4,12,8,1,283,7690,346,13,180,123,40,218,0,1

6268340503,1123972398,False,25,61,25988,0,0,20075,12,9,6,3,641,16865,948,173,63,98,178,112,21,1

6268340503,493993483,False,18,128,16651,600,0,1017,4,11,6,2,306,8675,525,19,254,44,102,180,36,1

6268339711,877190988,True,21,25,16874,800,0,81,6,5,9,1,317,8275,674,51,29,0,232,108,0,0

6268339711,873120162,True,12,136,7633,1203,0,66,0,9,17,0,182,4330,282,12,92,29,187,34,40,0

6268339711,66690570,False,19,9,19519,0,0,1389,11,19,4,6,424,12360,552,65,1466,36,40,267,0,1

6268339711,857565987,False,21,64,16617,0,0,9012,5,20,2,8,446,12170,693,119,90,180,36,0,108,1

6268339711,1085891881,False,23,8,15912,6266,0,14184,10,16,1,13,608,17695,807,209,158,50,160,0,36,1

6268339605,121188981,True,10,83,7936,3334,0,0,2,4,8,0,192,5250,187,25,79,86,0,569,0,0

6268339605,109949827,True,13,41,2705,0,0,0,0,3,6,0,241,6565,283,97,172,39,16,11,166,0

6268339605,162731310,False,16,68,9506,1158,0,777,5,19,2,8,325,8440,413,45,40,0,214,100,102,1

6268339605,105657130,False,21,2,19089,0,0,935,8,11,1,9,558,16220,635,201,226,127,1,125,162,1

6268339605,119155877,False,23,126,29456,0,0,4647,13,10,1,11,583,18765,800,208,100,98,108,48,77,1

6268339303,153473414,True,9,64,5880,0,0,0,1,9,13,0,211,5285,179,15,190,42,1,215,0,0

6268339303,134326048,True,16,54,3079,0,0,0,2,4,3,1,379,9680,400,151,65,50,0,75,135,0

6268339303,280706458,False,20,87,28819,0,0,1403,11,27,2,12,448,12955,631,60,29,232,259,108,77,1

6268339303,179493539,False,21,44,29632,0,0,8046,16,19,5,5,646,19755,681,217,145,63,168,26,569,1

6268339303,137373986,False,21,88,23435,0,0,753,7,18,4,5,401,11495,647,82,203,29,11,41,232,1

6268339303,133628142,False,18,47,21622,0,0,8583,7,13,5,3,478,13620,510,131,1466,98,0,75,63,1

6268338901,1135586683,True,20,49,13051,0,0,8283,6,11,1,8,478,10555,648,157,1,73,73,63,112,1

6268338901,362406270,False,16,44,8137,0,0,0,2,4,6,0,389,10975,448,207,569,145,116,63,0,0

6268338401,84460228,True,22,35,25704,0,0,894,4,2,3,1,832,20165,714,230,149,75,63,263,158,0

6268338401,328809109,True,9,42,2372,0,0,58,0,0,4,0,220,3870,155,54,0,0,0,0,0,0

6268338401,36794590,True,17,81,6027,0,0,786,4,1,5,0,540,15645,458,184,158,154,63,0,252,0

6268338401,103385478,True,10,83,3819,158,0,0,0,2,3,0,233,5790,176,24,0,0,0,0,0,0

6268338401,114237581,False,18,22,27487,0,0,2154,3,8,0,11,477,14665,501,191,41,29,108,235,77,1

6268338401,921044804,False,24,12,21492,0,0,10926,10,4,2,4,650,16700,818,261,174,147,63,114,75,1

6268338401,100136383,False,20,21,10469,0,0,2978,4,5,2,3,454,12765,572,156,29,1,98,166,149,1

6268338401,73120323,False,17,84,16816,0,0,21,1,11,3,3,345,8570,446,76,214,127,226,178,0,1

6268337011,166275346,True,18,129,15364,0,29410,800,6,16,7,2,371,11205,489,113,36,50,1,178,116,0

6268337011,76550556,True,21,8,15012,8501,23954,4698,7,6,4,2,528,16240,638,247,147,50,11,36,166,0

6268337011,124911296,True,17,123,13247,1072,8443,140,6,11,2,5,289,7870,429,48,214,36,0,40,232,0

6268337011,1076076207,False,21,97,9147,8128,22230,1756,3,16,8,2,408,9580,622,156,73,1,34,232,29,1

6268336600,117576976,True,18,80,12878,0,21854,3099,1,14,6,2,355,10745,473,152,216,39,0,0,0,0

6268336600,316347715,True,15,110,14553,407,22126,0,7,7,11,1,305,8740,366,26,267,214,60,218,36,0

6268336600,100045425,True,17,54,10414,82,15344,1124,3,8,2,3,405,12285,449,188,143,50,166,32,36,0

6268336600,971106924,True,18,25,11498,0,18548,543,8,2,7,1,379,12155,493,131,116,0,77,100,48,0

6268336600,100267083,True,13,75,10624,0,16251,164,2,9,9,1,218,4805,278,23,102,36,0,214,0,0

6268336600,123966345,False,22,6,26487,0,11459,12874,17,5,4,4,633,16875,695,244,63,147,263,141,11,1

6268336600,143287399,False,23,11,21103,0,12347,2349,6,10,4,3,582,17950,765,255,116,100,36,41,604,1

6268346018,99388993,True,17,7,14941,0,0,853,6,15,6,3,416,12510,570,69,50,36,102,1,244,1

6268346018,147217940,True,23,82,32677,0,0,17297,18,5,2,7,811,17575,985,242,63,1,160,114,236,1

6268346018,230437425,False,15,28,10058,0,0,86,1,10,11,0,333,7295,435,88,8,1,36,244,73,0

6268346018,894084179,False,14,50,14031,2095,0,51,4,12,6,2,266,6220,418,19,244,36,214,232,240,0

6268346018,186651240,False,21,74,48400,0,0,458,10,3,5,2,603,13815,816,185,98,29,15,77,235,0

6268344912,1031351881,False,13,5,6075,400,0,0,2,6,11,0,237,4960,359,33,36,214,254,42,593,0

6268344912,1003546693,False,18,34,27269,0,0,0,5,5,10,0,376,7905,567,87,41,77,1,178,232,0

6268344912,99842721,False,20,41,17462,0,0,0,6,7,10,1,488,11250,713,142,36,172,63,249,0,0

6268341814,153664761,True,17,11,12687,0,0,500,3,3,9,0,438,11685,482,169,41,100,29,116,215,0

6268341814,123643280,False,17,14,13190,2077,0,3110,8,17,3,6,363,9450,494,56,214,232,92,1,36,1

6268341814,152329652,False,20,104,13508,720,0,15830,5,12,3,4,577,15755,608,199,154,50,127,249,13,1

6268339619,286836182,True,16,98,15769,0,0,249,6,3,7,1,361,8590,413,109,36,692,178,180,11,0

6268339619,186397608,False,16,136,7063,2999,0,2858,5,6,3,2,339,10440,420,112,131,73,214,104,92,1

6268339619,336296038,False,20,107,11929,0,0,495,3,17,4,4,293,8835,586,40,214,100,40,267,188,1

6268339606,313493115,True,19,72,17110,122,0,10135,6,6,5,2,593,18190,541,291,116,75,108,149,63,1

6268339606,341388592,True,23,23,11675,0,0,809,5,11,5,2,547,16280,762,234,50,116,154,73,108,1

6268339606,1093120432,True,14,91,2032,8492,0,1307,1,10,7,1,239,6565,331,19,229,36,216,92,41,1

6268339606,50538847,False,16,84,5112,0,0,284,1,8,6,1,311,8925,410,74,39,216,65,108,36,0

6268339606,107833230,False,15,75,11648,1488,0,173,3,14,8,1,246,8250,366,25,254,60,21,23,216,0

6268339606,66480371,False,20,63,21260,0,0,1687,12,6,2,6,528,15640,585,242,123,36,63,166,596,0

6268339606,113937594,False,20,126,16758,0,0,695,6,13,4,3,474,13005,598,220,77,108,77,36,259,0

6268338601,358434753,True,17,60,7287,0,0,0,1,2,6,0,367,11750,454,156,252,50,1,0,116,0

6268338601,179470218,True,11,55,2672,0,0,0,0,1,7,0,163,4720,207,13,94,86,180,40,0,0

6268338601,209629998,True,16,11,10242,0,0,383,5,0,6,0,343,9790,390,151,1,48,41,100,16,0

6268338601,893548737,False,22,8,13862,3222,0,17247,4,12,0,16,634,17925,688,308,143,147,158,596,75,1

6268338601,78510525,False,21,21,14244,0,0,4596,7,16,2,7,408,11065,616,118,77,1,166,29,123,1

6268338311,233221857,True,22,65,17602,400,0,1583,12,12,4,4,515,15100,663,169,102,232,116,1,133,1

6268338311,440939774,True,18,7,10631,0,0,1213,2,15,4,3,322,10405,473,58,100,1,23,218,214,1

6268338311,160419629,False,18,22,34799,0,0,0,9,2,11,0,333,8750,459,66,108,77,36,41,37,0

6268338311,905174731,False,16,96,8018,0,0,76,2,5,7,0,326,9830,412,120,73,36,50,1,131,0

6268338311,1218442058,False,13,26,6838,400,0,0,1,7,10,0,203,6765,279,42,218,188,36,214,232,0

6268338104,117210876,True,14,75,15041,0,0,0,2,19,14,1,276,7490,316,78,36,67,28,19,534,0

6268338104,211049795,True,13,85,11853,3230,0,0,7,18,15,1,285,6335,284,42,180,79,36,73,188,0

6268338104,187080399,True,15,96,12679,0,0,466,6,16,13,1,353,10280,373,112,127,692,50,0,73,0

6268338104,135329161,False,22,36,13488,5501,0,1083,6,17,6,3,477,14240,702,170,231,692,226,36,244,1

6268338104,140166867,False,26,93,45120,0,0,15887,19,22,5,6,717,20070,969,199,143,249,160,63,252,1

6268338104,369841046,False,17,87,11321,220,0,725,3,22,11,2,322,7445,448,58,108,0,0,180,16,1

6268337504,344085011,True,18,21,17605,0,0,3241,7,18,4,5,386,10135,492,96,50,26,692,40,57,1

6268337504,874313711,True,18,14,15741,468,0,165,8,17,6,3,336,8525,485,38,214,267,0,36,1,1

6268337504,183177471,True,19,26,6311,400,0,346,3,13,1,8,320,10395,513,65,1,214,188,43,254,1

6268337504,342906340,False,17,39,10760,0,0,433,3,2,8,0,340,9890,445,130,29,77,36,123,98,0

6268337504,174658196,False,19,34,22778,110,0,221,5,3,6,1,421,12370,517,167,48,1,41,178,43,0

6268337504,378829394,False,14,90,13735,1695,0,0,2,8,4,2,282,7540,334,71,29,0,244,254,39,0

6268337207,23902274,True,13,101,18516,0,0,179,6,3,5,1,264,7535,310,51,41,244,206,29,77,0

6268337207,397769036,False,22,74,21611,0,0,9205,7,20,1,13,553,15820,768,157,1,65,48,36,100,1

6268337207,77326162,False,18,36,17135,9308,0,1372,7,20,1,13,439,11745,517,141,73,131,231,244,226,1

6268337207,232977666,False,21,44,26505,0,0,10760,14,12,3,6,610,15115,693,222,145,117,143,36,147,1

6268337207,115269721,False,16,87,10802,292,0,1342,2,29,3,7,266,6485,413,16,254,214,36,0,42,1

6268337114,129182143,True,20,129,12254,0,0,28,4,6,11,0,362,9295,558,122,36,8,1,125,178,0

6268337114,873569896,True,13,50,5767,923,0,0,0,6,17,0,202,4860,251,16,593,43,180,38,36,0

6268336717,896616045,True,21,8,19492,1551,0,936,7,5,7,1,471,15095,604,236,50,596,249,36,170,0

6268336717,107579811,True,20,1,10926,0,0,96,4,4,6,1,430,13625,544,212,147,170,63,145,0,0

6268336717,190554004,True,17,90,16703,1366,0,89,2,6,3,2,346,11060,410,112,42,210,254,102,214,0

6268336717,114757065,False,24,60,18892,2366,0,347,9,8,3,4,568,18840,812,237,112,116,50,81,569,1

6268352708,439391920,True,13,136,7539,2296,0,1924,1,23,5,4,269,5575,406,16,569,214,229,92,0,1

6268352708,174636090,True,11,101,8954,0,0,1283,2,8,2,3,261,4080,342,13,36,206,0,77,0,1

6268352708,51554236,True,15,102,6211,400,0,2398,5,7,4,2,436,8770,510,93,210,252,50,0,181,1

6268352708,390072236,True,16,63,19111,0,0,5016,15,6,1,10,590,11410,567,115,154,63,34,166,75,1

6268352708,242906637,False,14,14,7907,0,0,0,5,5,4,2,357,7420,478,78,41,131,0,48,232,0

6268352708,122457046,False,8,74,3986,400,0,21,1,3,5,0,164,2825,173,13,0,36,180,244,0,0

6268352708,901901262,False,12,129,8326,0,0,164,1,7,11,0,307,3925,386,66,36,0,178,11,63,0

6268352708,120620665,False,8,126,4724,0,0,0,1,4,8,0,151,2480,177,5,180,36,0,38,0,0

6268350300,186153174,True,13,2,6357,0,0,101,1,0,5,0,454,9285,434,126,257,42,0,0,0,0

6268350300,299740536,False,16,76,18847,0,0,8296,11,6,0,17,560,11210,613,125,534,108,36,63,0,1

6268345803,97845663,True,15,31,8494,0,0,1067,2,16,4,3,250,5545,402,17,0,0,36,265,214,1

6268345803,336026505,True,16,87,9425,1140,0,23,4,15,4,3,316,9060,461,38,43,254,180,38,188,1

6268345803,86747360,False,15,23,9584,0,0,60,5,5,8,1,394,10205,435,135,50,31,21,8,36,0

6268343318,236917589,True,18,28,11127,0,0,6780,10,16,1,13,520,12120,570,126,1,36,73,63,38,1

6268343318,343710224,True,21,76,29233,0,0,8212,15,13,1,14,638,16540,753,158,1,116,58,223,63,1

6268343318,177992398,True,16,14,12781,0,0,145,8,17,5,4,401,9600,463,71,40,131,206,42,21,1

6268343318,91404053,False,10,9,7684,0,0,0,4,2,10,0,265,6650,231,46,50,92,42,34,100,0

6268343004,177402098,False,18,21,17643,0,0,0,4,16,7,2,367,8185,534,101,102,0,50,36,240,0

6268343004,362645469,False,16,45,20989,445,0,486,6,12,15,1,367,8895,461,106,40,29,43,254,36,0

6268343004,1100600984,False,23,106,34190,0,0,0,7,16,3,5,536,13765,833,199,166,100,50,116,569,0

6268343004,372739245,False,17,93,9987,0,0,761,6,8,14,0,386,9235,489,141,21,252,63,174,36,0

6268342101,319336747,True,18,69,13568,0,0,0,5,5,7,1,467,11615,499,110,254,65,226,244,0,0

6268342101,1109924068,False,23,113,26949,0,0,9130,8,16,4,4,717,17425,801,257,250,65,0,158,14,1

6268342101,155480016,False,17,5,13397,0,0,193,4,18,7,2,305,7015,477,21,1,152,0,214,0,1

6268340004,469810625,True,16,74,13581,0,0,947,1,2,10,0,324,9265,404,123,77,21,65,108,77,0

6268340004,155086423,True,13,83,8312,3053,0,134,2,6,7,1,202,6570,290,20,214,187,100,0,38,0

6268340004,152839725,False,18,111,3177,10877,0,862,0,19,2,6,281,7385,490,28,229,188,0,180,0,1

6268340004,100139846,False,21,6,27880,0,0,22725,11,14,1,12,646,16625,655,226,249,116,36,75,63,1

6268340003,136566541,True,14,86,13414,352,0,113,3,9,19,0,249,4845,332,31,29,1,42,39,0,0

6268340003,82902662,True,13,31,11751,752,0,0,5,6,14,0,229,5490,293,9,102,43,36,244,40,0

6268340003,150867219,True,19,25,20505,0,0,0,10,5,12,1,417,11050,542,116,50,116,77,41,100,0

6268340003,87367011,False,22,92,42539,0,0,5863,16,27,4,8,495,13150,706,90,77,29,37,36,229,1

6268340003,928818504,False,20,20,15274,0,0,186,4,30,7,4,357,11205,585,56,214,36,154,108,218,1

6268339604,246598661,True,20,47,34251,0,0,6265,12,18,4,6,475,15600,599,92,63,263,1466,75,0,1

6268339604,144060623,True,23,10,33173,0,0,16388,13,8,5,3,679,19405,780,250,116,596,63,176,26,1

6268339604,1140789320,True,18,87,11318,0,0,190,3,24,7,3,314,9315,479,30,232,29,36,43,190,1

6268339604,1000101135,True,18,9,12471,720,0,716,6,20,5,4,372,11655,504,68,267,29,108,0,100,1

6268339604,221007962,False,22,126,18589,110,0,0,7,6,7,1,360,9405,692,93,48,41,100,77,23,0

6268339604,219146270,False,16,19,10880,0,0,668,4,8,8,1,330,8315,399,120,178,1,34,252,63,0

6268339604,164952950,False,17,50,5897,1902,0,204,8,4,9,1,322,6725,451,28,180,269,218,181,0,0

6268339604,131452229,False,19,1,10268,0,0,946,5,4,4,1,473,15450,543,237,145,16,147,143,16,0

6268338705,29949218,True,16,5,11189,0,0,302,5,14,10,1,270,7410,373,27,1,254,218,0,0,1

6268338705,1027096940,True,23,54,31578,0,0,18371,15,12,2,9,595,15740,727,192,50,143,151,73,168,1

6268338705,57239052,True,18,86,13171,1105,0,2029,5,18,6,3,359,8545,460,76,232,77,43,214,188,1

6268338705,107941811,True,22,34,30448,407,0,227,9,11,4,4,425,10380,682,109,41,1,77,37,232,1

6268338705,186974379,True,20,112,10134,8320,0,731,4,17,5,3,383,11865,539,108,1,11,231,232,94,1

6268338705,890440372,False,23,36,17603,2098,0,181,7,8,3,3,456,15380,712,217,50,692,108,36,226,0

6268338705,893334819,False,17,105,29813,0,0,0,11,9,11,1,350,11100,413,58,232,214,178,108,218,0

6268338705,205392461,False,24,95,19023,0,0,565,6,3,5,1,478,14700,799,197,596,154,50,11,116,0

6268338705,193256538,False,18,97,12960,0,0,693,2,16,9,1,334,10315,457,119,232,36,244,102,1,0

6268350718,246078311,True,18,59,30764,0,0,13158,17,8,1,12,585,12730,674,101,151,162,55,29,73,1

6268350718,404717379,True,14,50,4764,5100,0,1981,4,8,3,3,323,7425,416,32,29,254,232,38,0,1

6268350718,872905913,True,15,81,19634,0,0,5995,8,12,2,6,510,9990,511,120,151,252,36,63,162,1

6268350718,256197257,False,14,98,10072,0,0,0,2,2,7,0,354,7855,450,72,100,180,127,178,11,0

6268350718,298504444,False,14,18,9986,0,0,312,4,2,4,1,422,10320,440,136,50,11,152,26,252,0

6268350718,164691198,False,11,49,5347,0,0,0,1,2,7,0,259,5075,275,51,596,11,73,36,63,0

6268349717,140692558,True,8,136,6421,0,0,0,1,4,10,0,164,4325,188,11,50,569,36,218,216,0

6268349717,101311300,False,15,35,17408,0,0,3166,6,21,3,6,401,9180,496,80,214,108,0,36,259,1

6268349117,120303454,True,15,136,9320,522,0,1611,5,20,4,5,362,8960,467,32,0,116,1,38,36,1

6268349117,337120802,True,16,76,19058,0,0,8674,10,12,3,5,541,12365,531,121,223,214,108,102,1,1

6268349117,383867949,False,16,59,14610,0,0,0,5,4,11,0,430,11145,499,158,116,151,73,0,73,0

6268349117,168969321,False,14,63,16391,0,0,0,5,8,7,1,252,6045,390,34,229,34,60,21,218,0

6268349117,110448679,False,11,119,8990,0,0,0,3,4,6,1,212,4350,289,16,244,77,214,34,0,0

6268347715,210268739,True,21,104,13785,1121,0,3038,12,2,1,7,670,15225,843,186,569,127,1,50,20,1

6268347715,360034358,True,20,59,18383,0,0,13518,15,2,1,8,690,13255,814,157,36,151,210,50,73,1

6268347715,94370228,True,12,21,5681,0,0,2960,2,4,2,2,332,7215,331,40,36,50,40,77,244,1

6268347715,99023023,True,15,67,6777,0,0,1256,0,10,3,2,411,6710,491,122,50,11,26,252,75,1

6268347715,842944657,False,14,28,5210,0,0,0,2,4,6,0,286,5290,422,58,1,39,73,11,36,0

